date,symbol,open_interest,open_interest_usd
2023-12-21T00:00:00Z,BNBUSDT,743315.33,193254552.6467
2023-12-21T00:00:00Z,BNBUSDT,743315.33,193254552.6467
2023-12-21T00:00:00Z,BNBUSDT,743315.33,193254552.6467
2023-12-22T00:00:00Z,BNBUSDT,772345.61,210027000.24680942
2023-12-23T00:00:00Z,BNBUSDT,783449.93,212373701.29146397
2023-12-24T00:00:00Z,BNBUSDT,777995.5,210650061.58
2023-12-25T00:00:00Z,BNBUSDT,743232.55,196228257.851
2023-12-26T00:00:00Z,BNBUSDT,746744.97,199044871.7535
2023-12-27T00:00:00Z,BNBUSDT,799139.1,237841455.67168546
2023-12-28T00:00:00Z,BNBUSDT,786262.64,254560392.3264
2023-12-29T00:00:00Z,BNBUSDT,764272.86,246256358.2206
2023-12-30T00:00:00Z,BNBUSDT,730505.01,228859914.5829
2023-12-31T00:00:00Z,BNBUSDT,736595.03,233287011.9513
2024-01-01T00:00:00Z,BNBUSDT,715675.44,222811234.7352
2024-01-02T00:00:00Z,BNBUSDT,722209.44,226401718.9780772
2024-01-03T00:00:00Z,BNBUSDT,722722.52,225402699.5376
2024-01-04T00:00:00Z,BNBUSDT,707168.36,223182334.416
2024-01-05T00:00:00Z,BNBUSDT,696447.17,225016358.9304525
2024-01-06T00:00:00Z,BNBUSDT,639926.09,202946160.1826
2024-01-07T00:00:00Z,BNBUSDT,658301.17,202239783.8578976
2024-01-08T00:00:00Z,BNBUSDT,661261.78,199720895.4134
2024-01-09T00:00:00Z,BNBUSDT,627065.25,190527505.56
2024-01-10T00:00:00Z,BNBUSDT,584967.17,176279369.8347231
2024-01-11T00:00:00Z,BNBUSDT,575914.68,176117816.90631452
2024-01-12T00:00:00Z,BNBUSDT,556925.44,171817067.4944
2024-01-13T00:00:00Z,BNBUSDT,553947.06,164417026.8786
2024-01-14T00:00:00Z,BNBUSDT,543328.93,164275501.9855
2024-01-15T00:00:00Z,BNBUSDT,536253.37,160699047.3879
2024-01-16T00:00:00Z,BNBUSDT,601664.17,190902024.4993
2024-01-17T00:00:00Z,BNBUSDT,617439.92,194518272.3968
2024-01-18T00:00:00Z,BNBUSDT,628506.66,194384377.93290973
2024-01-19T00:00:00Z,BNBUSDT,606559.45,189689336.7985
2024-01-20T00:00:00Z,BNBUSDT,589405.8,185303289.462
