date,symbol,open_interest,open_interest_usd
2023-12-21T00:00:00Z,SOLUSDT,4926716,405076479.06338745
2023-12-21T00:00:00Z,SOLUSDT,4926716,405076479.06338745
2023-12-21T00:00:00Z,SOLUSDT,4926716,405076479.06338745
2023-12-22T00:00:00Z,SOLUSDT,4781454,449055033.864
2023-12-23T00:00:00Z,SOLUSDT,4966139,486517739.413
2023-12-24T00:00:00Z,SOLUSDT,5111652,551709094.8010606
2023-12-25T00:00:00Z,SOLUSDT,4929813,555065329.8458955
2023-12-26T00:00:00Z,SOLUSDT,4987112,602946480.2604225
2023-12-27T00:00:00Z,SOLUSDT,4571733,514391537.9175866
2023-12-28T00:00:00Z,SOLUSDT,4947475,529623372.8181077
2023-12-29T00:00:00Z,SOLUSDT,5229566,532909108.9034878
2023-12-30T00:00:00Z,SOLUSDT,5475444,581629038.9
2023-12-31T00:00:00Z,SOLUSDT,5274083,537729680.431
2024-01-01T00:00:00Z,SOLUSDT,5159181,524928622.82400334
2024-01-02T00:00:00Z,SOLUSDT,5300405,582889580.5218976
2024-01-03T00:00:00Z,SOLUSDT,5268120,562720362.9377615
2024-01-04T00:00:00Z,SOLUSDT,4081135,402130597.59514296
2024-01-05T00:00:00Z,SOLUSDT,4115548,431881622.69335926
2024-01-06T00:00:00Z,SOLUSDT,4019219,401465262.3415669
2024-01-07T00:00:00Z,SOLUSDT,4049765,379807418.56142807
2024-01-08T00:00:00Z,SOLUSDT,3925558,351062114.5311098
2024-01-09T00:00:00Z,SOLUSDT,4007623,392410413.668
2024-01-10T00:00:00Z,SOLUSDT,3989811,396455549.637
2024-01-11T00:00:00Z,SOLUSDT,4218377,430540211.751
2024-01-12T00:00:00Z,SOLUSDT,4535397,453190474.431
2024-01-13T00:00:00Z,SOLUSDT,4358809,401221186.0045298
2024-01-14T00:00:00Z,SOLUSDT,4421304,423858631.6164139
2024-01-15T00:00:00Z,SOLUSDT,4630135,434584640.0999275
2024-01-16T00:00:00Z,SOLUSDT,4585184,432782063.40873694
2024-01-17T00:00:00Z,SOLUSDT,4725590,461387705.24
2024-01-18T00:00:00Z,SOLUSDT,5339142,545585631.8453635
2024-01-19T00:00:00Z,SOLUSDT,5490598,518224601.632
2024-01-20T00:00:00Z,SOLUSDT,5251148,491681995.81339496
