Date,maturity,symbol,side,strike,Vt,St,tau
2023-03-04T17:05:02Z,2023-03-06,BTC-230306-24000-P,PUT,24000,1815,22323.19086957,0.005479452054794521
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-20000-C,CALL,20000,2482.5,22323.19086957,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-20000-P,PUT,20000,40,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-21000-C,CALL,21000,1675,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-21000-P,PUT,21000,77.5,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-22000-C,CALL,22000,637.5,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-22000-P,PUT,22000,292.5,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-22500-C,CALL,22500,350,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-22500-P,PUT,22500,515,22323.34962113,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-23000-C,CALL,23000,190,22323.5,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-23000-P,PUT,23000,852.5,22323.5,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-24000-C,CALL,24000,67.5,22323.5,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-24000-P,PUT,24000,1867.5,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-24500-C,CALL,24500,37.5,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-24500-P,PUT,24500,2055,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-25000-C,CALL,25000,27.5,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-25000-P,PUT,25000,2660,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-26000-C,CALL,26000,10,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-26000-P,PUT,26000,3862.5,22324.57722272,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-27000-C,CALL,27000,10,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-27000-P,PUT,27000,13065,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-28000-C,CALL,28000,10,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-28000-P,PUT,28000,5900,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-30000-C,CALL,30000,10,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-10,BTC-230310-30000-P,PUT,30000,8112.5,22322.97809828,0.01643835616438356
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-19000-C,CALL,19000,3245,22322.97809828,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-19000-P,PUT,19000,60,22322.97809828,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-20000-C,CALL,20000,11425,22322.97809828,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-20000-P,PUT,20000,132.5,22322.97809828,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-21000-C,CALL,21000,2017.5,22322.97809828,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-21000-P,PUT,21000,267.5,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-22500-C,CALL,22500,665,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-22500-P,PUT,22500,807.5,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-24000-C,CALL,24000,227.5,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-24000-P,PUT,24000,1772.5,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-24500-C,CALL,24500,162.5,22321.45419502,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-24500-P,PUT,24500,2185,22320.84159317,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-25000-C,CALL,25000,120,22320.84159317,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-25000-P,PUT,25000,2807.5,22320.84159317,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-26000-C,CALL,26000,62.5,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-26000-P,PUT,26000,12682.5,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-27000-C,CALL,27000,37.5,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-27000-P,PUT,27000,13152.5,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-28000-C,CALL,28000,25,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-28000-P,PUT,28000,5635,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-29000-C,CALL,29000,15,22321.23181167,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-17,BTC-230317-29000-P,PUT,29000,6627.5,22321.15398467,0.03561643835616438
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-19000-C,CALL,19000,3460,22321.15398467,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-19000-P,PUT,19000,117.5,22321.15398467,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-20000-C,CALL,20000,2582.5,22321.15398467,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-20000-P,PUT,20000,230,22320.88159291,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-21000-C,CALL,21000,1830,22320.88159291,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-21000-P,PUT,21000,420,22320.88159291,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-22000-C,CALL,22000,1132.5,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-22000-P,PUT,22000,762.5,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-23000-C,CALL,23000,697.5,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-23000-P,PUT,23000,1312.5,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-23500-C,CALL,23500,520,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-23500-P,PUT,23500,1645,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-24000-C,CALL,24000,390,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-24000-P,PUT,24000,1757.5,22320.55130435,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-25000-C,CALL,25000,222.5,22320.41442572,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-25000-P,PUT,25000,2830,22320.41442572,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-27000-C,CALL,27000,90,22320.16029496,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-27000-P,PUT,27000,4665,22320.16029496,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-29000-C,CALL,29000,37.5,22320.16029496,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-24,BTC-230324-29000-P,PUT,29000,6627.5,22320.16029496,0.0547945205479452
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-17000-C,CALL,17000,4112.5,22320.16029496,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-17000-P,PUT,17000,84,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-19000-C,CALL,19000,4087.5,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-19000-P,PUT,19000,210.5,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-21000-C,CALL,21000,2012.5,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-21000-P,PUT,21000,575,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-22000-C,CALL,22000,1342.5,22319.29552057,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-22000-P,PUT,22000,935.5,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-23000-C,CALL,23000,880,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-23000-P,PUT,23000,1450,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-24000-C,CALL,24000,562.5,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-24000-P,PUT,24000,2147.5,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-25000-C,CALL,25000,359.5,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-25000-P,PUT,25000,9567.5,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-27000-C,CALL,27000,170,22320.28782609,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-27000-P,PUT,27000,2655,22319.9926087,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-29000-C,CALL,29000,84,22319.9926087,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-29000-P,PUT,29000,3853,22319.74182028,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-32000-C,CALL,32000,30,22319.9926087,0.07397260273972603
2023-03-04T17:05:02Z,2023-03-31,BTC-230331-32000-P,PUT,32000,9585.5,22319.9926087,0.07397260273972603
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-16000-C,CALL,16000,14182.5,22319.9926087,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-16000-P,PUT,16000,142.5,22319.74182028,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-19000-C,CALL,19000,13085,22319.74182028,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-19000-P,PUT,19000,495,22319.74182028,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-21000-C,CALL,21000,2492.5,22319.74182028,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-21000-P,PUT,21000,1032.5,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-23000-C,CALL,23000,1485,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-23000-P,PUT,23000,2027.5,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-24000-C,CALL,24000,1120,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-24000-P,PUT,24000,2627.5,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-25000-C,CALL,25000,845,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-25000-P,PUT,25000,12817.5,22319.65008115,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-27000-C,CALL,27000,500,22319.59217391,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-27000-P,PUT,27000,13627.5,22319.59217391,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-29000-C,CALL,29000,302.5,22319.59217391,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-29000-P,PUT,29000,14502.5,22319.60812274,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-32000-C,CALL,32000,147.5,22319.60812274,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-32000-P,PUT,32000,15595,22319.60812274,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-38000-C,CALL,38000,107.5,22319.29139007,0.1506849315068493
2023-03-04T17:05:02Z,2023-04-28,BTC-230428-38000-P,PUT,38000,15485,22319.52116622,0.1506849315068493
