Date,maturity,symbol,side,strike,Vt,St,tau,ask,bid,vol,trade
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-18000-C,CALL,18000,2077.5,20099.52736669,9.747031242683538e-4,2295,1860,0.15,8
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-18000-P,PUT,18000,17.5,20099.52736669,9.746944680696572e-4,20,15,22.41,34
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19000-C,CALL,19000,1055,20099.52736669,9.746857526670066e-4,1290,820,0.15,8
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19000-P,PUT,19000,27.5,20099.75428557,9.746771218932745e-4,35,20,14.16,32
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19400-C,CALL,19400,855,20099.75428557,9.746685159850519e-4,895,815,0.49,24
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19400-P,PUT,19400,42.5,20099.75428557,9.746599788142001e-4,55,30,9.38,20
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19600-C,CALL,19600,592.5,20099.40358611,9.746511887999007e-4,715,470,2.99,3
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19600-P,PUT,19600,52.5,20097.33367072,9.746425643994202e-4,65,40,14.18,25
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19800-C,CALL,19800,382.5,20097.33367072,9.746339358181473e-4,660,105,0.23,9
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19800-P,PUT,19800,67.5,20097.33367072,9.746252747658e-4,75,60,5.57,51
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19900-C,CALL,19900,437.5,20097.33367072,9.746166304215025e-4,565,310,3.51,21
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-19900-P,PUT,19900,80,20097.61997035,9.746080221998577e-4,90,70,11.79,75
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20000-C,CALL,20000,302.5,20097.61997035,9.745995180444147e-4,325,280,42.91,95
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20000-P,PUT,20000,102.5,20097.61997035,9.745908611123783e-4,115,90,19.31,117
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20200-C,CALL,20200,187.5,20097.61997035,9.745823849221282e-4,205,170,34.12,84
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20200-P,PUT,20200,162.5,20097.61997035,9.745738305140122e-4,175,150,21.92,111
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20400-C,CALL,20400,90,20097.61997035,9.745652430904873e-4,95,85,23.36,81
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-20400-P,PUT,20400,362.5,20097.79857765,9.745566360331138e-4,485,240,132.19,108
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-21000-C,CALL,21000,17.5,20097.79857765,9.74547828320378e-4,20,15,57.37,91
2023-03-11T15:27:41Z,2023-03-12,BTC-230312-21000-P,PUT,21000,942.5,20097.79857765,9.745391912111953e-4,1110,775,22.91,12
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-18500-C,CALL,18500,1465,20097.79857765,0.0037142565158842663,2200,730,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-18500-P,PUT,18500,55,20097.78776099,0.0037142479192070524,70,40,2,2
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19000-C,CALL,19000,1060,20097.78776099,0.003714239354290253,1635,485,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19000-P,PUT,19000,75,20097.78776099,0.003714230281615064,100,50,0.24,4
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19600-C,CALL,19600,595,20097.78776099,0.0037142216709136725,995,195,0.01,1
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19600-P,PUT,19600,125,20097.26954243,0.003714213118849219,160,90,0.5,1
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19700-C,CALL,19700,480,20097.26954243,0.0037142041338799506,815,145,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19700-P,PUT,19700,145,20097.26954243,0.003714195651475213,170,120,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19900-C,CALL,19900,300,20098.42394067,0.0037141871524002273,555,45,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-19900-P,PUT,19900,185,20098.42394067,0.003714178563895593,210,160,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20000-C,CALL,20000,225,20098.42394067,0.0037141700435688748,440,10,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20000-P,PUT,20000,127.5,20098.42394067,0.0037141617179400786,240,15,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20200-C,CALL,20200,155,20098.12466793,0.0037141535658935555,285,25,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20200-P,PUT,20200,165,20098.12466793,0.0037141452527617758,310,20,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20400-C,CALL,20400,195,20098.12466793,0.0037141368801387542,220,170,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20400-P,PUT,20400,287.5,20098.12466793,0.003714128657600893,410,165,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20800-C,CALL,20800,67.5,20098.12466793,0.0037141203183334894,100,35,1.05,3
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-20800-P,PUT,20800,747.5,20098.12466793,0.0037141119414313925,940,555,0,0
2023-03-11T15:27:41Z,2023-03-13,BTC-230313-21000-C,CALL,21000,45,20098.12466793,0.0037141038771210315,70,20,3.04,8
