Date,maturity,symbol,side,strike,Vt,St,tau,ask,bid,vol,trade
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-24500-C,CALL,24500,3280,27622.42141176,9.588172849152428e-4,3480,3080,10.71,13
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-24500-P,PUT,24500,2.5,27622.56682353,9.587936795404996e-4,5,0,17.42,41
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25000-C,CALL,25000,2792.5,27622.56211765,9.587703358395217e-4,3050,2535,0.6,4
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25000-P,PUT,25000,2.5,27622.56211765,9.58761447202367e-4,5,0,102.13,50
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25500-C,CALL,25500,2205,27622.56211765,9.587521061323912e-4,2375,2035,8.13,10
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25500-P,PUT,25500,2.5,27622.56211765,9.58743039195396e-4,5,0,29.58,39
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25750-C,CALL,25750,1940,27622.56682353,9.587334751069757e-4,2095,1785,3.4,10
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-25750-P,PUT,25750,2.5,27622.56682353,9.58724878104673e-4,5,0,46.65,38
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26000-C,CALL,26000,1685,27622.56682353,9.587015594582096e-4,1830,1540,19.28,69
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26000-P,PUT,26000,2.5,27622.56682353,9.586930456332662e-4,5,0,44.13,57
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26250-C,CALL,26250,1360,27622.56682353,9.586842901161756e-4,1435,1285,60.83,79
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26250-P,PUT,26250,2.5,27622.56682353,9.586755492129585e-4,5,0,81.08,49
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26500-C,CALL,26500,1155,27622.56682353,9.586627126450711e-4,1275,1035,60.3,47
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26500-P,PUT,26500,5,27622.56682353,9.586497436904593e-4,10,0,41.16,37
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26750-C,CALL,26750,890,27622.58447059,9.58641059647533e-4,990,790,29.35,32
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-26750-P,PUT,26750,5,27622.58447059,9.58631422247819e-4,10,0,74.1,46
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-27000-C,CALL,27000,630,27622.58447059,9.586228698280364e-4,725,535,63.72,59
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-27000-P,PUT,27000,12.5,27622.58447059,9.586137489565492e-4,15,10,118.86,94
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-27500-C,CALL,27500,205,27624.14823529,9.586052869416807e-4,235,175,216.9,213
2023-08-29T23:34:28Z,2023-08-30T08:00:00Z,BTC-230830-27500-P,PUT,27500,77.5,27624.14823529,9.585965099914131e-4,80,75,130.03,153
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-24500-C,CALL,24500,3175,27624.14823529,0.00369831086723167,3375,2975,0,0
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-24500-P,PUT,24500,5,27630.45082353,0.003698302312339701,10,0,8.26,8
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25000-C,CALL,25000,2675,27630.45082353,0.0036982927551688673,2850,2500,3.77,4
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25000-P,PUT,25000,2.5,27630.45082353,0.003698283967210943,5,0,42.34,8
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25250-C,CALL,25250,2440,27630.45082353,0.0036982750668479126,2655,2225,10.66,3
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25250-P,PUT,25250,7.5,27634.69082353,0.0036982666181843635,10,5,41.31,18
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25500-C,CALL,25500,2192.5,27634.69082353,0.0036982579391160514,2380,2005,1,1
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25500-P,PUT,25500,10,27634.69082353,0.0036982494710454594,15,5,3.22,9
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25750-C,CALL,25750,1945,27636.53717647,0.0036982408684032454,2105,1785,10.72,9
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-25750-P,PUT,25750,12.5,27636.53717647,0.003698232366629266,15,10,10.46,13
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-26000-C,CALL,26000,1617.5,27636.53717647,0.003698222858100782,1750,1485,2.71,17
2023-08-29T23:34:28Z,2023-08-31T08:00:00Z,BTC-230831-26000-P,PUT,26000,17.5,27636.53717647,0.003698214212168842,20,15,16.86,19
