Date,maturity,symbol,side,strike,Vt,St,tau
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-26000-C,CALL,26000,25,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-26000-P,PUT,26000,4010,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-27000-C,CALL,27000,15,21980.15451613,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-27000-P,PUT,27000,5000,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-28000-C,CALL,28000,10,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-28000-P,PUT,28000,10037.5,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-29000-C,CALL,29000,7.5,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-29000-P,PUT,29000,10990,21980.91225806,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-19000-C,CALL,19000,2870,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-19000-P,PUT,19000,115,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-20000-C,CALL,20000,2345,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-20000-P,PUT,20000,222.5,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-21000-C,CALL,21000,1440,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-21000-P,PUT,21000,432.5,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-22000-C,CALL,22000,827.5,21980.91225806,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-22000-P,PUT,22000,820,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-23000-C,CALL,23000,437.5,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-23000-P,PUT,23000,1425,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-23500-C,CALL,23500,312.5,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-23500-P,PUT,23500,1797.5,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-24000-C,CALL,24000,225,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-24000-P,PUT,24000,2190,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-25000-C,CALL,25000,120,21980.85376344,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-25000-P,PUT,25000,3077.5,21981.89177899,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-27000-C,CALL,27000,37.5,21981.89177899,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-27000-P,PUT,27000,4997.5,21981.89177899,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-29000-C,CALL,29000,17.5,21982.97817204,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-24,BTC-230324-29000-P,PUT,29000,10977.5,21982.97817204,0.043835616438356165
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-17000-C,CALL,17000,5017.5,21982.97817204,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-17000-P,PUT,17000,70,21982.97817204,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-19000-C,CALL,19000,3200,21982.38677419,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-19000-P,PUT,19000,189.5,21982.97817204,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-21000-C,CALL,21000,1574.5,21982.97817204,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-21000-P,PUT,21000,563.5,21982.97817204,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-22000-C,CALL,22000,981,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-22000-P,PUT,22000,969.5,21982.38677419,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-23000-C,CALL,23000,572.5,21982.38677419,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-23000-P,PUT,23000,1540,21982.38677419,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-24000-C,CALL,24000,334,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-24000-P,PUT,24000,2240,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-25000-C,CALL,25000,196.5,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-25000-P,PUT,25000,3157.5,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-27000-C,CALL,27000,73,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-27000-P,PUT,27000,2865,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-29000-C,CALL,29000,38,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-29000-P,PUT,29000,8047.5,21982.826728,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-32000-C,CALL,32000,16.5,21982.55193548,0.06301369863013699
2023-03-08T22:36:25Z,2023-03-31,BTC-230331-32000-P,PUT,32000,13852.5,21982.55193548,0.06301369863013699
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-16000-C,CALL,16000,6290,21982.55193548,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-16000-P,PUT,16000,155,21982.55193548,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-19000-C,CALL,19000,3565,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-19000-P,PUT,19000,505,21982.55193548,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-21000-C,CALL,21000,2145,21982.55193548,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-21000-P,PUT,21000,1070,21982.55193548,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-23000-C,CALL,23000,1170,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-23000-P,PUT,23000,2065,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-24000-C,CALL,24000,850,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-24000-P,PUT,24000,2772.5,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-25000-C,CALL,25000,617.5,21982.00290323,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-25000-P,PUT,25000,3542.5,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-27000-C,CALL,27000,342.5,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-27000-P,PUT,27000,5275,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-29000-C,CALL,29000,210,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-29000-P,PUT,29000,7142.5,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-32000-C,CALL,32000,105,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-32000-P,PUT,32000,9950,21982.79795699,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-38000-C,CALL,38000,52.5,21982.09387097,0.13972602739726028
2023-03-08T22:36:25Z,2023-04-28,BTC-230428-38000-P,PUT,38000,15742.5,21981.64349332,0.13972602739726028
