Date,maturity,symbol,side,strike,Vt,St,tau
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21000-C,CALL,21000,1017.5,21973.84182796,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21000-P,PUT,21000,7.5,21973.84182796,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21500-C,CALL,21500,475,21974.90756254,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21500-P,PUT,21500,27.5,21974.90756254,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21750-C,CALL,21750,270,21974.90756254,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-21750-P,PUT,21750,50,21974.90756254,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22000-C,CALL,22000,100,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22000-P,PUT,22000,130,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22250-C,CALL,22250,22.5,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22250-P,PUT,22250,300,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22500-C,CALL,22500,12.5,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22500-P,PUT,22500,512.5,21976.50268817,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22750-C,CALL,22750,5,21976.70354839,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-22750-P,PUT,22750,782.5,21976.70354839,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-23000-C,CALL,23000,5,21977.40677419,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-23000-P,PUT,23000,1047.5,21977.40677419,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-23500-C,CALL,23500,2.5,21977.40677419,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-23500-P,PUT,23500,1582.5,21977.40677419,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-24000-C,CALL,24000,2.5,21979.70892473,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-09,BTC-230309-24000-P,PUT,24000,2020,21979.70892473,0.0027397260273972603
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-20000-C,CALL,20000,1972.5,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-20000-P,PUT,20000,7.5,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-21000-C,CALL,21000,1012.5,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-21000-P,PUT,21000,35,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-22000-C,CALL,22000,197.5,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-22000-P,PUT,22000,225,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-22500-C,CALL,22500,47.5,21979.70892473,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-22500-P,PUT,22500,570,21980.06531928,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-23000-C,CALL,23000,15,21980.06531928,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-23000-P,PUT,23000,1035,21980.06531928,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-24000-C,CALL,24000,7.5,21980.06531928,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-24000-P,PUT,24000,2025,21978.69591398,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-24500-C,CALL,24500,2.5,21978.69591398,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-24500-P,PUT,24500,2520,21978.69591398,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-25000-C,CALL,25000,2.5,21978.69591398,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-25000-P,PUT,25000,3020,21978.84473118,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-26000-C,CALL,26000,2.5,21978.84473118,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-26000-P,PUT,26000,4020,21978.84473118,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-27000-C,CALL,27000,2.5,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-27000-P,PUT,27000,5020,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-28000-C,CALL,28000,2.5,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-28000-P,PUT,28000,9985,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-30000-C,CALL,30000,2.5,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-10,BTC-230310-30000-P,PUT,30000,8490,21979.52327846,0.005479452054794521
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-19000-C,CALL,19000,2965,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-19000-P,PUT,19000,50,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-20000-C,CALL,20000,2280,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-20000-P,PUT,20000,117.5,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-21000-C,CALL,21000,1255,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-21000-P,PUT,21000,265,21979.52327846,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-22000-C,CALL,22000,605,21980.23703565,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-22000-P,PUT,22000,607.5,21980.74666667,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-22500-C,CALL,22500,385,21980.74666667,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-22500-P,PUT,22500,895,21980.74666667,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-24000-C,CALL,24000,97.5,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-24000-P,PUT,24000,2087.5,21980.23703565,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-24500-C,CALL,24500,60,21980.23703565,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-24500-P,PUT,24500,2552.5,21980.23703565,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-25000-C,CALL,25000,42.5,21980.65182796,0.024657534246575342
2023-03-08T22:36:25Z,2023-03-17,BTC-230317-25000-P,PUT,25000,3032.5,21980.65182796,0.024657534246575342
