Date,maturity,symbol,side,strike,Vt,St,tau
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21000-C,CALL,21000,1630,22443.88869565,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21000-P,PUT,21000,2.5,22443.88869565,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21500-C,CALL,21500,11582.5,22443.88869565,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21500-P,PUT,21500,10,22443.88869565,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21750-C,CALL,21750,760,22443.48710226,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-21750-P,PUT,21750,15,22443.48710226,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22000-C,CALL,22000,457.5,22443.48710226,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22000-P,PUT,22000,17.5,22443.90304348,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22250-C,CALL,22250,240,22443.90304348,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22250-P,PUT,22250,42.5,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22500-C,CALL,22500,92.5,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22500-P,PUT,22500,145,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22750-C,CALL,22750,32.5,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-22750-P,PUT,22750,325,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-23000-C,CALL,23000,17.5,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-23000-P,PUT,23000,575,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-23250-C,CALL,23250,10,22443.94123361,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-23250-P,PUT,23250,865,22444.34797293,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-24000-C,CALL,24000,2.5,22444.34797293,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-06,BTC-230306-24000-P,PUT,24000,1662.5,22444.34797293,0.0027397260273972603
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21000-C,CALL,21000,1580,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21000-P,PUT,21000,10,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21500-C,CALL,21500,11375,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21500-P,PUT,21500,15,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21750-C,CALL,21750,845,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-21750-P,PUT,21750,35,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22000-C,CALL,22000,505,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22000-P,PUT,22000,65,22444.34797293,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22250-C,CALL,22250,320,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22250-P,PUT,22250,127.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22500-C,CALL,22500,157.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22500-P,PUT,22500,232.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22750-C,CALL,22750,87.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-22750-P,PUT,22750,392.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-23000-C,CALL,23000,42.5,22444.34673913,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-23000-P,PUT,23000,700,22445.22195652,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-23250-C,CALL,23250,22.5,22444.1176087,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-23250-P,PUT,23250,922.5,22444.1176087,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-24000-C,CALL,24000,10,22444.1176087,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-07,BTC-230307-24000-P,PUT,24000,1700,22445.22195652,0.005479452054794521
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-20000-C,CALL,20000,2585,22445.22195652,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-20000-P,PUT,20000,37.5,22445.22195652,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-21000-C,CALL,21000,1957.5,22445.22195652,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-21000-P,PUT,21000,70,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-22000-C,CALL,22000,690,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-22000-P,PUT,22000,232.5,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-22500-C,CALL,22500,375,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-22500-P,PUT,22500,422.5,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-23000-C,CALL,23000,192.5,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-23000-P,PUT,23000,742.5,22445.08252661,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-24000-C,CALL,24000,57.5,22445.36065217,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-24000-P,PUT,24000,1647.5,22445.28187098,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-24500-C,CALL,24500,40,22445.28187098,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-24500-P,PUT,24500,1967.5,22445.28187098,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-25000-C,CALL,25000,30,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-25000-P,PUT,25000,2567.5,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-26000-C,CALL,26000,10,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-26000-P,PUT,26000,3650,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-27000-C,CALL,27000,10,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-27000-P,PUT,27000,11112.5,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-28000-C,CALL,28000,10,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-28000-P,PUT,28000,11840,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-30000-C,CALL,30000,7.5,22443.84384172,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-10,BTC-230310-30000-P,PUT,30000,7957.5,22444.25144357,0.0136986301369863
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-19000-C,CALL,19000,3715,22444.25144357,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-19000-P,PUT,19000,60,22444.25144357,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-20000-C,CALL,20000,2680,22443.84384172,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-20000-P,PUT,20000,117.5,22443.84384172,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-21000-C,CALL,21000,2045,22443.84384172,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-21000-P,PUT,21000,225,22444.53970913,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-22500-C,CALL,22500,717.5,22444.53970913,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-22500-P,PUT,22500,725,22444.53970913,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-24000-C,CALL,24000,232.5,22444.53970913,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-24000-P,PUT,24000,1690,22444.3547043,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-24500-C,CALL,24500,160,22444.3547043,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-24500-P,PUT,24500,2245,22444.3547043,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-25000-C,CALL,25000,122.5,22444.3547043,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-25000-P,PUT,25000,2770,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-26000-C,CALL,26000,65,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-26000-P,PUT,26000,9995,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-27000-C,CALL,27000,35,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-27000-P,PUT,27000,10945,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-28000-C,CALL,28000,22.5,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-28000-P,PUT,28000,11892.5,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-29000-C,CALL,29000,15,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-17,BTC-230317-29000-P,PUT,29000,12845,22444.60622872,0.03287671232876712
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-19000-C,CALL,19000,3692.5,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-19000-P,PUT,19000,110,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-20000-C,CALL,20000,2785,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-20000-P,PUT,20000,205,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-21000-C,CALL,21000,1855,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-21000-P,PUT,21000,375,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-22000-C,CALL,22000,1207.5,22444.66086957,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-22000-P,PUT,22000,702.5,22444.68108696,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-23000-C,CALL,23000,710,22444.68108696,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-23000-P,PUT,23000,1217.5,22444.68108696,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-23500-C,CALL,23500,535,22444.68108696,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-23500-P,PUT,23500,1550,22445.78687848,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-24000-C,CALL,24000,400,22445.78687848,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-24000-P,PUT,24000,2235,22445.78687848,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-25000-C,CALL,25000,227.5,22445.78687848,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-25000-P,PUT,25000,9352.5,22445.00057276,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-27000-C,CALL,27000,82.5,22445.00057276,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-27000-P,PUT,27000,10985,22445.00057276,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-29000-C,CALL,29000,40,22445.00057276,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-24,BTC-230324-29000-P,PUT,29000,12900,22445.00057276,0.052054794520547946
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-17000-C,CALL,17000,5530,22445.00057276,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-17000-P,PUT,17000,73,22445.00057276,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-19000-C,CALL,19000,3682.5,22445.0573913,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-19000-P,PUT,19000,183.5,22445.0573913,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-21000-C,CALL,21000,2057.5,22445.0573913,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-21000-P,PUT,21000,515,22445.0573913,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-22000-C,CALL,22000,1400,22448.4126087,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-22000-P,PUT,22000,882.5,22448.4126087,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-23000-C,CALL,23000,902.5,22448.4126087,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-23000-P,PUT,23000,1375,22448.4126087,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-24000-C,CALL,24000,575.5,22448.4126087,0.07123287671232877
2023-03-05T15:26:12Z,2023-03-31,BTC-230331-24000-P,PUT,24000,2035,22448.4126087,0.07123287671232877
