date,market,pair,ask,bid,spread,ask_depth,bid_depth,ask_perc,bid_perc
2023-10-07T01:33:55Z,spot,ATOMUSDT,6.905,6.904,0.00100000000000033,271592.20418,1391295.397883,0.07427830875557297,0.7647258493618019
2023-10-07T01:33:55Z,spot,AVAXUSDT,10.79,10.78,0.00999999999999978,807073.5419,2939466.212897,0.04927004606272135,0.8403556727637703
2023-10-07T01:33:55Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,18.082747021,132.560911449,0.06750080289317352,0.879505116002032
2023-10-07T01:33:55Z,spot,DOGEUSDT,0.06145,0.06144,9.999999999996125e-6,1194050.91029,5589366.2811514,0.05935068881097843,0.7857088629679858
2023-10-07T01:33:55Z,spot,EDUUSDT,0.43339,0.43326,1.30000000000019e-4,69183.09341,433345.62928,0.00962563512274882,0.755531978290851
2023-10-07T01:33:55Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,562914.07539,5924933.787795,0.04615397825749926,0.7446560598751727
2023-10-07T01:33:55Z,spot,SOLUSDT,23.41,23.4,0.01000000000000156,2169140.4127,14806839.016934,0.07694100995915608,0.8619834025125863
2023-10-07T01:33:55Z,spot,WLDUSDT,1.645,1.644,0.00100000000000011,602604.1292,1354674.4968,0.0225359851397502,0.6018065613074506
2023-10-07T01:33:55Z,spot,XRPUSDT,0.5236,0.5235,9.9999999999989e-5,2516077.2779,13312611.5658015,0.0732721019544349,0.8073218313712854
2023-10-07T01:33:39Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2237504.8453,17745016.3624878,0.03399375155914571,0.8527082713196886
2023-10-07T01:33:39Z,spot,BTCUSDT,27880.89,27880.88,0.00999999999839929,8355938.5330726,0,1,0
2023-10-07T01:33:39Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,94.582658027,438.5309994984,0.04885260396132757,0.7374888752076993
2023-10-07T01:33:39Z,spot,ETHUSDT,1642.92,1642.91,0.0099999999999909,10572815.190747,16348077.700949,0.5764638522418634,0.6222826372220333
2023-10-07T01:33:39Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,782348.67018,6994646.783673,0.06903515612123043,0.8852402757045844
2023-10-07T01:33:39Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,277273.60731,1391031.015623,0.0757067451813437,0.7654751649122041
2023-10-07T01:33:39Z,spot,AVAXUSDT,10.79,10.78,0.00999999999999978,759118.1825,2938660.713797,0.04647288594852408,0.8295900944334736
2023-10-07T01:33:39Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,16.736710271,132.559583318,0.06278923420892513,0.8799844846399465
2023-10-07T01:33:39Z,spot,DOGEUSDT,0.06145,0.06144,9.999999999996125e-6,1197603.63915,5589366.2811514,0.05951676831540166,0.7854424010669168
2023-10-07T01:33:39Z,spot,EDUUSDT,0.43342,0.43326,1.60000000000049e-4,76585.3785,433339.70128,0.01064457266987648,0.7582649993415008
2023-10-07T01:33:39Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,571988.38109,5925051.533945,0.04686312434493316,0.7450469925674099
2023-10-07T01:33:39Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2140741.5169,14805023.296534,0.07601735418271642,0.8614616964386296
2023-10-07T01:33:39Z,spot,WLDUSDT,1.646,1.645,9.9999999999989e-4,596415.7128999999,1354802.0636,0.0223098330999771,0.5982686482315663
2023-10-07T01:33:39Z,spot,XRPUSDT,0.5236,0.5235,9.9999999999989e-5,2511326.4656,13315690.9738015,0.07314387040994558,0.8096655899961616
2023-10-07T01:33:22Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2204360.8063,17745004.3816878,0.03350707635294747,0.8526403216420386
2023-10-07T01:33:22Z,spot,BTCUSDT,27877.11,27877.1,0.01000000000203726,8448956.4933058,0,1,0
2023-10-07T01:33:22Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,95.942932834,438.5309994984,0.04952040279547108,0.7362323295237454
2023-10-07T01:33:22Z,spot,ETHUSDT,1642.6,1642.59,0.0099999999999909,10231747.317291,13988433.001249,0.5888046634259055,0.5278910277230143
2023-10-07T01:33:22Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,771590.84569,6993504.110773,0.06815056991848092,0.8847330932757055
2023-10-07T01:33:22Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,273093.28735,1391031.015623,0.07465135598859902,0.7613855022135017
2023-10-07T01:33:22Z,spot,AVAXUSDT,10.8,10.79,0.01000000000000156,761090.1969,2940257.527697,0.04659251126349169,0.8174432663702587
2023-10-07T01:33:22Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,16.671061215,132.560910641,0.0625608173022482,0.8796628422229631
2023-10-07T01:33:22Z,spot,DOGEUSDT,0.06145,0.06144,9.999999999996125e-6,1178045.10444,5589360.2866314,0.05860173703172407,0.7839699898538562
2023-10-07T01:33:22Z,spot,EDUUSDT,0.43353,0.43335,1.8000000000001348e-4,71144.57302,436745.95031,0.00989584057057807,0.7609203564474005
2023-10-07T01:33:22Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,545346.4766299999,5925245.509955,0.04477821602759571,0.7440747076662889
2023-10-07T01:33:22Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2088270.7978,14805343.397434,0.07429236170553441,0.8604258312321315
2023-10-07T01:33:22Z,spot,WLDUSDT,1.647,1.646,0.00100000000000011,543386.2069,1363481.6877,0.02036684655313035,0.5979686278199322
2023-10-07T01:33:22Z,spot,XRPUSDT,0.5237,0.5236,1.000000000001e-4,2441953.5978,13325541.4697015,0.07127055469139434,0.8060098375715345
2023-10-07T01:33:04Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2208812.5841,17745013.7041878,0.03357246863104262,0.8521575785821748
2023-10-07T01:33:04Z,spot,BTCUSDT,27877.11,27877.1,0.01000000000203726,8538541.843346,0,1,0
2023-10-07T01:33:04Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,96.001210285,438.5170469444,0.04954899195986734,0.7368308383006644
2023-10-07T01:33:04Z,spot,ETHUSDT,1642.6,1642.59,0.0099999999999909,10508901.648957,13993467.186249,0.5952488530737583,0.5324689004071562
2023-10-07T01:33:04Z,spot,ADAUSDT,0.2638,0.2637,9.9999999999989e-5,795330.27177,6991857.363523,0.07009656948086315,0.8860908478503061
2023-10-07T01:33:04Z,spot,ATOMUSDT,6.902,6.901,0.00100000000000033,275915.88263,1391025.026773,0.07537117156449075,0.7630542214822951
2023-10-07T01:33:04Z,spot,AVAXUSDT,10.81,10.8,0.00999999999999978,795904.2912,2950946.432997,0.0486250883882521,0.8204413314440862
2023-10-07T01:33:04Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,17.986013074,132.560910641,0.06716395893832305,0.8796263852193926
2023-10-07T01:33:04Z,spot,DOGEUSDT,0.06144,0.06143,1.0000000000003062e-5,1189645.83832,5588989.5119114,0.05914392062116085,0.786276475317376
2023-10-07T01:33:04Z,spot,EDUUSDT,0.43339,0.43326,1.30000000000019e-4,59856.48704,433327.84376,0.0083388193409731,0.7615443754536856
2023-10-07T01:33:04Z,spot,MATICUSDT,0.5712,0.5711,9.9999999999989e-5,550626.53061,5920320.781655,0.04518551055790961,0.7501038179112525
2023-10-07T01:33:04Z,spot,SOLUSDT,23.4,23.39,0.00999999999999801,2184374.901,14800380.751434,0.07755342392752095,0.8635123816472307
2023-10-07T01:33:04Z,spot,WLDUSDT,1.647,1.646,0.00100000000000011,565650.9032,1363466.2655,0.02118325894063476,0.5997434627842996
2023-10-07T01:33:04Z,spot,XRPUSDT,0.5237,0.5236,1.000000000001e-4,2480338.1608,13325541.4697015,0.0723098340103807,0.8068089471140166
2023-10-07T01:32:47Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2216737.4665,17745023.4185878,0.03368886360292873,0.8521995903470352
2023-10-07T01:32:47Z,spot,BTCUSDT,27880.22,27880.21,0.01000000000203726,8329264.9659174,0,1,0
2023-10-07T01:32:47Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,102.438734025,438.5010524244,0.05269643766081808,0.7366371663228729
2023-10-07T01:32:47Z,spot,ETHUSDT,1642.6,1642.59,0.0099999999999909,10817209.740274,13998184.205112,0.6021958130916182,0.534592245313621
2023-10-07T01:32:47Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,799709.20976,6994326.727773,0.07045909063451017,0.8887992825641403
2023-10-07T01:32:47Z,spot,ATOMUSDT,6.901,6.9,9.999999999994458e-4,274496.52037,1391019.037923,0.07500622363367912,0.7728565078970917
2023-10-07T01:32:47Z,spot,AVAXUSDT,10.81,10.8,0.00999999999999978,802266.367,2950027.917197,0.04899473039563877,0.8190142102152915
2023-10-07T01:32:47Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,18.04406421,132.561290641,0.0673661320000116,0.8799056294037164
2023-10-07T01:32:47Z,spot,DOGEUSDT,0.06144,0.06143,1.0000000000003062e-5,1206681.57428,5589019.5752214,0.0599400961959421,0.7884954780870326
2023-10-07T01:32:47Z,spot,EDUUSDT,0.43353,0.43346,7.00000000000145e-5,74798.81079,436739.00718,0.01039434530268787,0.7794621024659456
2023-10-07T01:32:47Z,spot,MATICUSDT,0.5711,0.571,1.000000000001e-4,578405.32899,5921957.955215,0.04735582268895492,0.7551268191854033
2023-10-07T01:32:47Z,spot,SOLUSDT,23.4,23.39,0.00999999999999801,2192068.1947,14794975.350934,0.07780531265188212,0.8644953122751158
2023-10-07T01:32:47Z,spot,WLDUSDT,1.647,1.646,0.00100000000000011,546393.7398,1363207.7497,0.02047684818144077,0.6016584101731606
2023-10-07T01:32:47Z,spot,XRPUSDT,0.5237,0.5236,1.000000000001e-4,2498310.5088,13322547.5354015,0.0730197646735381,0.8086632433890123
2023-10-07T01:32:30Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2240713.3129000003,17745023.4185878,0.03404082398698377,0.8519085470180737
2023-10-07T01:32:30Z,spot,BTCUSDT,27880.86,27880.85,0.01000000000203726,8750577.3424953,0,1,0
2023-10-07T01:32:30Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,96.705468289,438.5010524244,0.04989428975629935,0.7365926551522987
2023-10-07T01:32:30Z,spot,ETHUSDT,1642.8,1642.79,0.0099999999999909,10725431.39776,13967769.916977,0.6003508612619914,0.530811119253402
2023-10-07T01:32:30Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,799139.1755,6994327.118103,0.07041240360799451,0.8848199979557432
2023-10-07T01:32:30Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,277229.13345,1391005.937673,0.07569552122614095,0.7631346084340301
2023-10-07T01:32:30Z,spot,AVAXUSDT,10.81,10.8,0.00999999999999978,788329.2917,2949998.428697,0.04818252643835044,0.8328548838366665
2023-10-07T01:32:30Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,18.086007297,132.576904941,0.06751215148772087,0.8798384605837142
2023-10-07T01:32:30Z,spot,DOGEUSDT,0.06145,0.06144,9.999999999996125e-6,1177999.01508,5589412.1709014,0.05859909246049027,0.7851970113731767
2023-10-07T01:32:30Z,spot,EDUUSDT,0.43369,0.43363,6.0000000000004494e-5,69643.8738,436754.8299,0.00968525171347258,0.7744015674581076
2023-10-07T01:32:30Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,575668.90273,5927000.858645,0.04714482980964989,0.7488094257223729
2023-10-07T01:32:30Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2184959.0254,14796067.553734,0.07746588039272816,0.8624173635003294
2023-10-07T01:32:30Z,spot,WLDUSDT,1.646,1.645,9.9999999999989e-4,585772.6227,1354876.0356,0.02192009741759804,0.59665992109623045
2023-10-07T01:32:30Z,spot,XRPUSDT,0.5239,0.5238,9.9999999999989e-5,2401036.5259,13344435.6779015,0.07037581291879338,0.802721407056528
2023-10-07T01:32:11Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2238674.3083,17745017.4281878,0.03401089121824457,0.8519792065328554
2023-10-07T01:32:11Z,spot,BTCUSDT,27881.48,27881.47,0.00999999999839929,8166525.3394008,0,1,0
2023-10-07T01:32:11Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,101.957119658,438.5010524244,0.05246168334826121,0.7364886425963167
2023-10-07T01:32:11Z,spot,ETHUSDT,1642.82,1642.81,0.0099999999999909,10585208.897696,13967676.757695,0.5971844785663863,0.5276102739122795
2023-10-07T01:32:11Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,794509.3925900001,6994273.677853,0.07003304067459948,0.8850216162079028
2023-10-07T01:32:11Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,276839.07435,1390999.948823,0.07559701532235592,0.7628852345643535
2023-10-07T01:32:11Z,spot,AVAXUSDT,10.81,10.8,0.00999999999999978,749848.2416,2950107.052297,0.04593863360923864,0.8192804382569262
2023-10-07T01:32:11Z,spot,BNBBTC,0.007654,0.007653,1.0000000000001327e-6,16.707788739,132.576904941,0.06269000289072595,0.8799504101402823
2023-10-07T01:32:11Z,spot,DOGEUSDT,0.06145,0.06144,9.999999999996125e-6,1169367.51156,5589352.6276614005,0.05819319855750205,0.7845732304448554
2023-10-07T01:32:11Z,spot,EDUUSDT,0.43381,0.43379,1.999999999996449e-5,80746.7574,438572.07754,0.01121201184913459,0.7756446760834594
2023-10-07T01:32:11Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,567216.44944,5926788.065925,0.04648478760210767,0.7481322778930749
2023-10-07T01:32:11Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2213925.4795,14795991.568134,0.07841233361158839,0.8624475783034408
2023-10-07T01:32:11Z,spot,WLDUSDT,1.646,1.645,9.9999999999989e-4,575712.4641,1363097.5792,0.02155175129933904,0.602234685097828
2023-10-07T01:32:11Z,spot,XRPUSDT,0.5239,0.5238,9.9999999999989e-5,2392778.9889,13344446.4026015,0.07014514282428187,0.8025305935429622
2023-10-07T01:31:53Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2222446.9294000003,17744326.5929878,0.03377366296621898,0.8524879801366415
2023-10-07T01:31:53Z,spot,BTCUSDT,27880.22,27880.21,0.01000000000203726,8050197.8959814,0,1,0
2023-10-07T01:31:53Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,97.509707752,438.5170469444,0.05028836284184842,0.7361130894019132
2023-10-07T01:31:53Z,spot,ETHUSDT,1642.74,1642.73,0.0099999999999909,10474580.588786,13964553.946141,0.5947600251470762,0.524845722396809
2023-10-07T01:31:53Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,799245.15299,6991026.777853,0.07042108374625378,0.8890877669061769
2023-10-07T01:31:53Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,281419.12807,1390999.948823,0.07675170782433009,0.7638949709702794
2023-10-07T01:31:53Z,spot,AVAXUSDT,10.82,10.81,0.00999999999999978,785455.5713,2953890.298597,0.04805714030742528,0.8168012520933684
2023-10-07T01:31:53Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,18.050391861,132.575577618,0.06738552348962946,0.8800991752995195
2023-10-07T01:31:53Z,spot,DOGEUSDT,0.06144,0.06143,1.0000000000003062e-5,1179232.79513,5588989.9150614,0.0586550746715967,0.7841964787638859
2023-10-07T01:31:53Z,spot,EDUUSDT,0.43399,0.43383,1.5999999999999348e-4,72852.74971999999,435297.66124,0.01013158110720417,0.7756003561476049
2023-10-07T01:31:53Z,spot,MATICUSDT,0.5715,0.5714,9.9999999999989e-5,554031.80905,5926912.331855,0.04545372482104992,0.7467357756428403
2023-10-07T01:31:53Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2184274.3976000003,14795251.335834,0.07744347145376418,0.8618968617432784
2023-10-07T01:31:53Z,spot,WLDUSDT,1.646,1.645,9.9999999999989e-4,576644.3809,1363187.0613,0.02158588448204437,0.6010833936791492
2023-10-07T01:31:53Z,spot,XRPUSDT,0.5239,0.5238,9.9999999999989e-5,2379998.0716,13344446.4005015,0.06979661700914364,0.8018935080310446
2023-10-07T01:31:36Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2258700.9811,17747548.2064878,0.03430470052101637,0.8526769409191159
2023-10-07T01:31:36Z,spot,BTCUSDT,27875,27874.99,0.00999999999839929,8299668.6846344,0,1,0
2023-10-07T01:31:36Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,102.735809485,438.5170429324,0.05284118351498715,0.7344441071146208
2023-10-07T01:31:36Z,spot,ETHUSDT,1642.61,1642.6,0.0099999999999909,10437738.973539,13964362.441841,0.5937019432458729,0.5345502723115836
2023-10-07T01:31:36Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,809714.95881,6991062.774403,0.07127782135841113,0.8870319458594463
2023-10-07T01:31:36Z,spot,ATOMUSDT,6.903,6.902,9.999999999994458e-4,276659.23563,1391035.932533,0.07555161665225141,0.7649376524215175
2023-10-07T01:31:36Z,spot,AVAXUSDT,10.83,10.82,0.00999999999999978,763779.2565,2962205.686797,0.0467890679464053,0.828259892182019
2023-10-07T01:31:36Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,17.902700524,132.575577618,0.06687103381289616,0.8806970533453321
2023-10-07T01:31:36Z,spot,DOGEUSDT,0.06143,0.06142,9.999999999996125e-6,1225343.97374,5573173.3884614,0.06080419065505779,0.7867426904192628
2023-10-07T01:31:36Z,spot,EDUUSDT,0.43407,0.43389,1.8000000000001348e-4,71398.24409,438738.67758,0.00992700912011493,0.7750272750680435
2023-10-07T01:31:36Z,spot,MATICUSDT,0.5714,0.5713,9.9999999999989e-5,563340.56112,5929360.019425,0.04618195528593719,0.7484255720415534
2023-10-07T01:31:36Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2197637.5423,14798182.222534,0.0778803373046932,0.8618720888829751
2023-10-07T01:31:36Z,spot,WLDUSDT,1.645,1.644,0.00100000000000011,569025.4688,1358552.5,0.02130664589275412,0.5973806705436714
2023-10-07T01:31:36Z,spot,XRPUSDT,0.5237,0.5236,1.000000000001e-4,2468091.2876,13321137.0333015,0.07219455328322609,0.8081416745178038
2023-10-07T01:31:16Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2255110.3314,17747547.6098878,0.03425203435162259,0.8521629041133235
2023-10-07T01:31:16Z,spot,BTCUSDT,27880.16,27880.15,0.00999999999839929,8382416.9959702,0,1,0
2023-10-07T01:31:16Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,97.159148528,438.5010484124,0.05011663080329329,0.7345836493093985
2023-10-07T01:31:16Z,spot,ETHUSDT,1642.86,1642.85,0.0099999999999909,10387815.526859,13963064.659885,0.592799972093148,0.5364923577221166
2023-10-07T01:31:16Z,spot,ADAUSDT,0.2639,0.2638,1.000000000000445e-4,818933.6627399999,6991033.014643,0.07203087454141502,0.8869367006912202
2023-10-07T01:31:16Z,spot,ATOMUSDT,6.901,6.9,9.999999999994458e-4,282809.00382,1391035.932533,0.0771038590505457,0.7677524193954103
2023-10-07T01:31:16Z,spot,AVAXUSDT,10.82,10.81,0.00999999999999978,763945.2286,2949824.499997,0.04680222182124547,0.8229738178836759
2023-10-07T01:31:16Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,18.07031828,132.45976259,0.06745489466886262,0.8799038883827678
2023-10-07T01:31:16Z,spot,DOGEUSDT,0.06144,0.06143,1.0000000000003062e-5,1240071.70899,5589050.2601314,0.06149511190916108,0.7886039198558843
2023-10-07T01:31:16Z,spot,EDUUSDT,0.43396,0.43394,2.000000000002e-5,73593.57146,426707.85218,0.01023355235255925,0.7788815941799645
2023-10-07T01:31:16Z,spot,MATICUSDT,0.5713,0.5712,9.9999999999989e-5,584911.19653,5927212.143825,0.04786522252730151,0.7510171833176961
2023-10-07T01:31:16Z,spot,SOLUSDT,23.42,23.41,0.01000000000000156,2202952.0291,14794172.453634,0.07804310060798438,0.8659652834168559
2023-10-07T01:31:16Z,spot,WLDUSDT,1.644,1.643,9.9999999999989e-4,566395.5228,1335211.8199,0.02121023838891464,0.5908341645060824
2023-10-07T01:31:16Z,spot,XRPUSDT,0.5238,0.5237,9.9999999999989e-5,2537866.3405,13337202.5214015,0.07408577632963366,0.8151438032521237
2023-10-07T01:30:59Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2263966.5887,17747547.9508878,0.03438192389465479,0.8521780523431955
2023-10-07T01:30:59Z,spot,BTCUSDT,27880.16,27880.15,0.00999999999839929,8037866.8895483,0,1,0
2023-10-07T01:30:59Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,102.494063326,438.5170429324,0.05272339930288969,0.7352196202421237
2023-10-07T01:30:59Z,spot,ETHUSDT,1642.73,1642.72,0.0099999999999909,10082669.820093,13961997.974048,0.5855205189069328,0.5320264422719783
2023-10-07T01:30:59Z,spot,ADAUSDT,0.264,0.2639,9.9999999999989e-5,816996.02114,6992072.871103,0.07187619736141986,0.884474275537851
2023-10-07T01:30:59Z,spot,ATOMUSDT,6.904,6.903,0.00100000000000033,280998.75914,1391035.932533,0.07665276810108153,0.7618190078602738
2023-10-07T01:30:59Z,spot,AVAXUSDT,10.83,10.82,0.00999999999999978,792384.4151,2954038.633297,0.048456874528048,0.8175978116465865
2023-10-07T01:30:59Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,18.115915429,132.45976259,0.0676103952655537,0.880127994895545
2023-10-07T01:30:59Z,spot,DOGEUSDT,0.06144,0.06143,1.0000000000003062e-5,1224744.00566,5589050.2601314,0.06078125099594302,0.7910012045642967
2023-10-07T01:30:59Z,spot,EDUUSDT,0.43462,0.43453,8.999999999997899e-5,68127.46046,426601.65541,0.00948068318289351,0.7650119152135758
2023-10-07T01:30:59Z,spot,MATICUSDT,0.5713,0.5712,9.9999999999989e-5,574200.43013,5927212.136515,0.04702994663238137,0.7480728839341461
2023-10-07T01:30:59Z,spot,SOLUSDT,23.44,23.43,0.01000000000000156,2178262.6287,14808645.221834,0.07735002111931628,0.8597878000402369
2023-10-07T01:30:59Z,spot,WLDUSDT,1.645,1.644,0.00100000000000011,564064.2819000001,1358541.1673,0.02112480301506527,0.5970951808798116
2023-10-07T01:30:59Z,spot,XRPUSDT,0.5239,0.5238,9.9999999999989e-5,2562229.3924,13342037.4886015,0.07474136978105522,0.8166150183380135
2023-10-07T01:30:41Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2232286.5784,17747547.7156878,0.033917858476313,0.8525553031039108
2023-10-07T01:30:41Z,spot,BTCUSDT,27878.77,27878.76,0.01000000000203726,8077089.1057876,0,1,0
2023-10-07T01:30:41Z,spot,ETHBTC,0.05892,0.05891,1.0000000000003062e-5,96.750523822,438.5010484124,0.04991637522583153,0.7352815447282297
2023-10-07T01:30:41Z,spot,ETHUSDT,1642.61,1642.6,0.0099999999999909,10564946.821401,13962035.798912,0.5965323421889952,0.5367588926620447
2023-10-07T01:30:41Z,spot,ADAUSDT,0.264,0.2639,9.9999999999989e-5,798794.62503,6992150.750743,0.07038761816403584,0.8856623968499279
2023-10-07T01:30:41Z,spot,ATOMUSDT,6.901,6.9,9.999999999994458e-4,264763.59111,1391025.069353,0.07254092219828924,0.7793697939622334
2023-10-07T01:30:41Z,spot,AVAXUSDT,10.84,10.83,0.00999999999999978,799019.6403,2963492.987597,0.0488589120483221,0.8149264789918745
2023-10-07T01:30:41Z,spot,BNBBTC,0.007653,0.007652,1.0000000000001327e-6,18.059797326,132.475755274,0.06741507623388517,0.8800635220463652
2023-10-07T01:30:41Z,spot,DOGEUSDT,0.06146,0.06145,1.0000000000003062e-5,1233378.49328,5590276.2781914,0.06095185436530793,0.79384149317423
2023-10-07T01:30:41Z,spot,EDUUSDT,0.43462,0.43453,8.999999999997899e-5,70884.93165,426345.6421,0.00986063169295866,0.7581976048502903
2023-10-07T01:30:41Z,spot,MATICUSDT,0.5714,0.5713,9.9999999999989e-5,587583.1896,5927217.398635,0.04806466168706874,0.7483869010794779
2023-10-07T01:30:41Z,spot,SOLUSDT,23.43,23.42,0.00999999999999801,2130731.9362,14804474.621834,0.07568543006607939,0.8578554524008231
2023-10-07T01:30:41Z,spot,WLDUSDT,1.644,1.643,9.9999999999989e-4,570446.1285999999,1335141.8963,0.02137289986379669,0.6225840131586803
2023-10-07T01:30:41Z,spot,XRPUSDT,0.5239,0.5238,9.9999999999989e-5,2562463.4738000003,13342037.4886015,0.07474768764296709,0.8142122285621729
2023-10-07T01:30:23Z,spot,BNBUSDT,213.4,213.3,0.09999999999999432,2253677.7585,17747547.7156878,0.03423034671692344,0.8529391945598767
