Date,Symbol,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply,Id
2018-07-03,BTC,390518678,413203622,307656,667943,216747,325985252,8018,4.90259532816551,530370,31720903.6664036,5363678461481.36,726.234782608696,1113817,17129608.5452846,1182
2018-07-04,BTC,390790510,413496047,292425,619779,206788,326192040,7770,4.30356210506625,530504,35771047.5513622,5363678461481.36,644.007518796993,935352,17131283.5452301,1182
2018-07-05,BTC,391046758,413773736,277689,554487,199600,326391640,8183,5.17288385641067,530641,36581757.1184414,5363678461481.36,629.735294117647,783748,17132996.0452294,1182
2018-07-06,BTC,391255514,414060804,287068,655859,200993,326592633,8014,4.81747846699084,530801,43156892.6390395,5363678461481.36,533.792452830189,685458,17134996.0451756,1182
2018-07-07,BTC,391473705,414295170,234366,482580,170160,326762793,6241,3.5889473088502,530957,41829197.9597947,5363678461481.36,550.735483870968,537210,17136946.0451756,1182
2018-07-08,BTC,391694379,414520818,225648,499531,155685,326918478,5391,4.82406085159964,531115,42354540.7913594,5363678461481.36,543.904458598726,592209,17138921.0451756,1182
2018-07-09,BTC,391975365,414810101,289283,636033,206546,327125024,7935,5.07732939758625,531251,36717053.9081413,5363678461481.36,627.414814814814,1060415,17140621.0451748,1182
2018-07-10,BTC,392302721,415110127,300026,674996,216063,327341087,8728,5.43364661359372,531400,39647532.2649447,5363678461481.36,581.040540540541,971490,17142483.5451208,1182
2018-07-11,BTC,392596385,415391827,281700,625249,202603,327543690,7667,4.16836702697833,531535,35980772.0760794,5363678461481.36,640.253731343283,1006592,17144171.0451208,1182
2018-07-12,BTC,393266414,415667383,275556,952133,203535,327747225,7394,4.03415149648989,531676,38594108.8596449,5363678461481.36,596.9,1179159,17145933.5451208,1182
2018-07-13,BTC,393858686,415960297,292914,940736,207904,327955129,6959,4.26258820532284,531819,38845163.9685761,5363678461481.36,593.042253521127,1113532,17147721.0451208,1182
2018-07-14,BTC,394395044,416201847,241550,816904,176475,328131604,5837,4.19501977426718,531952,35367070.3923995,5363678461481.36,651.363636363636,1159489,17149383.5451208,1182
2018-07-15,BTC,394656762,416424920,223073,515490,161151,328292755,6025,4.63857269665624,532085,36112590.8477941,5363678461481.36,637.916666666667,773946,17151046.0451208,1182
2018-07-16,BTC,394942596,416716466,291546,591036,207842,328500597,8717,5.84787327253024,532205,32265598.0346777,5363678461481.36,713.974789915966,928807,17152546.0451208,1182
2018-07-17,BTC,395295185,417049999,333533,696983,233966,328734563,10196,4.54147358883222,532364,41285720.1496579,5199615302175.17,540.917721518987,909335,17154533.5451208,1182
2018-07-18,BTC,395661658,417386326,336327,780118,238769,328973332,11019,4.76408897257144,532538,44850508.8696687,5178671069072.25,495.919075144508,1046474,17156708.5451193,1182
2018-07-19,BTC,395978663,417702108,315782,645071,225039,329198371,9282,4.29162055288586,532709,43942658.6245948,5178671069072.25,506.164705882353,734628,17158846.0451186,1182
2018-07-20,BTC,396275269,418014409,312301,659346,225529,329423900,9016,4.05319885504077,532863,39708522.6589681,5178671069072.25,560.137254901961,815292,17160771.0451187,1182
2018-07-21,BTC,396520843,418269553,255144,511231,184803,329608703,6283,3.47404298508617,533000,35555765.5680017,5178671069072.25,625.558823529412,715741,17162483.5451186,1182
2018-07-22,BTC,396721210,418508967,239414,463902,167129,329775832,5421,3.48885094002974,533182,47881093.4941913,5178671069072.25,464.530386740331,451292,17164758.5451186,1182
2018-07-23,BTC,397094744,418830649,321682,717809,229480,330005312,9743,4.23321381616799,533348,42636353.62862,5178671069072.25,521.672727272728,890057,17166833.5451186,1182
2018-07-24,BTC,397421926,419197380,366731,728369,259358,330264670,12643,4.56720222465172,533507,41189784.3948974,5178671069072.25,539.993670886076,917435,17168821.0451179,1182
2018-07-25,BTC,397775508,419553818,356438,785007,250208,330514878,10786,3.98462086372302,533684,45776594.1648297,5178671069072.25,485.886363636364,965074,17171033.5451171,1182
2018-07-26,BTC,398068181,419880112,326294,648173,231679,330746557,9125,3.80171790948666,533849,42296381.7172456,5178671069072.25,525.865853658537,771370,17173096.0451172,1182
2018-07-27,BTC,398348414,420205461,325349,726245,229397,330975954,9358,4.25398122231751,534016,43188277.1030343,5178671069072.25,515.006024096386,886276,17175183.5451156,1182
2018-07-28,BTC,398628582,420470022,264561,570157,188238,331164192,6552,3.49881784965915,534161,37403714.7552325,5178671069072.25,594.652777777778,759045,17176996.0451149,1182
2018-07-29,BTC,398841568,420719113,249091,490273,168407,331332599,5758,3.9250347328095,534331,47467539.557984,5595791656327.72,506.319526627219,539320,17179121.0450063,1182
2018-07-30,BTC,399155624,421041840,322727,643271,230924,331563523,9022,3.78837263479799,534465,40336854.2260596,5949437371609.53,633.481203007519,911087,17180796.0450063,1182
2018-07-31,BTC,399498604,421382913,341073,697539,242977,331806500,8873,3.58858798740259,534612,43606714.9642539,5949437371609.53,585.979452054795,950214,17182633.5450056,1182
2018-08-01,BTC,399818045,421718470,335557,713287,241044,332047544,8663,3.75724662267279,534762,44536059.6352608,5949437371609.53,573.751677852349,990541,17184508.545004,1182
2018-08-02,BTC,400139300,422034788,316318,640776,224873,332272417,8240,4.09541039384244,534915,45239605.8306054,5949437371609.53,564.828947368421,806938,17186421.0450025,1182
2018-08-03,BTC,400422674,422349121,314333,696718,229859,332502276,8262,4.27587402525753,535081,49493296.221365,5949437371609.53,516.284848484848,834025,17188496.0450025,1182
2018-08-04,BTC,400670573,422620223,271102,548835,191657,332693933,5772,5.0412373107802,535257,53543175.1354956,5949437371609.53,477.234285714286,574082,17190696.0450025,1182
2018-08-05,BTC,400893532,422856621,236398,501318,172181,332866114,6044,5.9373398369539,535417,47594648.6992812,5949437371609.53,536.880503144654,578105,17192696.0450025,1182
2018-08-06,BTC,401205477,423161074,304453,660988,218607,333084721,7355,5.7615093736497,535548,38739598.1513995,5949437371609.53,659.6,1050986,17194333.5450017,1182
2018-08-07,BTC,401542512,423486252,325178,713514,233045,333317766,8043,4.88466284636002,535699,45641666.1637509,5949437371609.53,559.853333333333,1016458,17196221.0450017,1182
2018-08-08,BTC,401851818,423814961,328709,657844,235311,333553077,8780,5.64202850414647,535856,46837647.6052904,5949437371609.53,545.557692307692,812957,17198183.5450002,1182
2018-08-09,BTC,402170532,424123354,308393,636348,222326,333775403,7258,5.02864931606389,536005,44031139.7643254,5949437371609.53,580.331081081081,804355,17200046.0450002,1182
2018-08-10,BTC,402481173,424436559,313205,664519,226148,334001551,7570,4.30667545071701,536181,51948928.4798389,5949437371609.53,491.88,792378,17202246.0449995,1182
2018-08-11,BTC,402745207,424695436,258877,531739,192438,334193989,6570,4.16036470033673,536351,53071972.718561,6197839919507.38,501.573964497041,611510,17204371.0449995,1182
2018-08-12,BTC,402962971,424922797,227361,483751,165044,334359033,4632,3.67318782400972,536506,49479032.9934498,6389316883511.96,554.616883116883,584546,17206308.5449988,1182
2018-08-13,BTC,403270979,425231632,308835,618980,222229,334581262,7991,4.14325922504979,536656,47939925.1000834,6389316883511.96,572.422818791946,906496,17208183.544998,1182
2018-08-14,BTC,403592232,425576990,345358,665106,247622,334828884,10106,4.73017896082493,536792,43277697.4006765,6389316883511.96,634.088888888889,1011792,17209883.544998,1182
2018-08-15,BTC,403912565,425925851,348861,690139,246066,335074950,8430,4.28240275454732,536953,52430086.0880102,6389316883511.96,523.4,791067,17211896.0449972,1182
2018-08-16,BTC,404211901,426247878,322027,627176,232335,335307285,7998,3.92183181009697,537111,50159259.1820026,6389316883511.96,547.095541401274,761947,17213871.0449972,1182
2018-08-17,BTC,404524341,426572850,324972,659137,233794,335541079,7803,3.68629437723941,537263,48222133.8976858,6389316883511.96,569.072847682119,833029,17215771.0449972,1182
2018-08-18,BTC,404760266,426838193,265343,508161,190935,335732014,5402,3.49247384242653,537423,52415347.9205211,6389316883511.96,523.547169811321,590060,17217771.0449972,1182
2018-08-19,BTC,404996823,427085992,247799,518565,167400,335899414,4607,3.57832808930119,537568,46547318.645608,6389316883511.96,589.548611111111,619528,17219583.5449957,1182
2018-08-20,BTC,405324306,427403413,317421,629941,214983,336114397,7480,3.99925329127661,537718,47837285.6273395,6389316883511.96,573.65100671141,818181,17221458.5449957,1182
2018-08-21,BTC,405613477,427709633,306220,595311,217777,336332174,7751,4.78218513370581,537866,47605092.6100956,6389316883511.96,576.448979591837,779786,17223308.544995,1182
2018-08-22,BTC,405924917,428037144,327511,644814,230333,336562507,7711,3.93494972169411,538026,51519798.1166341,6389316883511.96,532.647798742139,774898,17225308.5449935,1182
2018-08-23,BTC,406195851,428338587,301443,575309,217352,336779859,6659,4.0316952601959,538175,47112756.0106344,6389316883511.96,582.472972972973,768391,17227171.0449927,1182
2018-08-24,BTC,406495395,428645545,306958,637445,219848,336999707,7218,3.44782610327881,538321,48436074.284763,6505039002077.23,576.820689655172,820710,17228996.0449928,1182
2018-08-25,BTC,406767150,428919802,274257,553307,196420,337196127,5682,3.36098876732369,538456,45123021.265306,6727225469722.53,640.320895522388,763551,17230683.5449928,1182
2018-08-26,BTC,407016603,429155667,235865,506696,172747,337368874,4491,2.9841809810289,538629,58205370.0737583,6727225469722.53,496.401162790698,569715,17232846.0449913,1182
2018-08-27,BTC,407371985,429468406,312739,670286,223656,337592530,7893,4.35672538839347,538814,61659587.141078,6727225469722.53,468.592391304348,701549,17235158.5449906,1182
2018-08-28,BTC,407722700,429799135,330729,669852,238039,337830569,9394,7.97353595654313,538967,51912156.4369035,6727225469722.53,556.578947368421,879880,17237071.0449906,1182
2018-08-29,BTC,408054597,430141185,342050,677005,237508,338068077,8610,3.79494994146126,539106,46386721.8163519,6727225469722.53,622.876811594203,907886,17238808.5449906,1182
2018-08-30,BTC,408376655,430458477,317292,627437,231391,338299468,8410,3.6933653359727,539260,51382728.3160995,6727225469722.53,562.313725490196,817750,17240733.5449898,1182
2018-08-31,BTC,408690969,430787842,329365,657088,237076,338536544,9195,6.51136566517433,539415,52172772.0153906,6727225469722.53,553.798701298701,809181,17242671.0449883,1182
2018-09-01,BTC,408972794,431078441,290599,572708,213331,338749875,6995,4.13398096101621,539566,51243033.067991,6727225469722.53,563.846666666667,769296,17244558.5449883,1182
2018-09-02,BTC,409197510,431334430,255989,501961,187145,338937020,6320,4.42240048142339,539710,48254902.468899,6727225469722.53,598.762237762238,648996,17246358.5449875,1182
2018-09-03,BTC,409512531,431642580,308150,619115,222897,339159917,7852,4.14810713432626,539854,48084182.0858932,6727225469722.53,600.888111888112,846752,17248158.5449868,1182
2018-09-04,BTC,409831730,431966591,324011,635288,232265,339392182,8668,4.03344570488171,539980,43048125.9762994,6727225469722.53,671.184,957670,17249733.5449868,1182
2018-09-05,BTC,410171429,432306657,340066,671171,246477,339638659,9246,3.90710076728482,540112,44771305.6797439,6727225469722.53,645.351145038168,1008443,17251383.5449837,1182
2018-09-06,BTC,410515435,432646218,339561,674168,252261,339890920,10015,5.04619065733482,540262,50193410.2180973,6727225469722.53,575.637583892617,888037,17253258.5449829,1182
2018-09-07,BTC,410815030,432964308,318090,695708,230790,340121710,8289,4.70578539002023,540414,52693944.1187686,6971177230937.92,568.205298013245,889911,17255158.5449829,1182
2018-09-08,BTC,411089071,433243324,279016,551231,204428,340326138,5647,3.51645771227777,540564,52458745.2721088,7019199231177.17,574.684563758389,710539,17257033.5449829,1182
2018-09-09,BTC,411333561,433497811,254487,512601,188912,340515050,5897,3.81165100958139,540727,56750696.5651807,7019199231177.17,531.222222222222,616029,17259071.0449829,1182
2018-09-10,BTC,411642410,433802833,305022,619760,222866,340737916,7713,3.86506279064694,540862,47998870.9175043,7019199231177.17,628.082089552239,899061,17260758.5449829,1182
2018-09-11,BTC,411982577,434128009,325176,657659,237571,340975487,8674,3.88284227887086,541003,49203902.631001,7019199231177.17,612.7,941821,17262521.0449829,1182
2018-09-12,BTC,412288169,434444355,316346,606273,233275,341208762,7735,3.75742886539852,541171,58648101.2151855,7019199231177.17,514.035928143713,709051,17264621.0449822,1182
2018-09-13,BTC,412604112,434764248,319893,614272,234209,341442971,8345,4.78619659476216,541319,51522943.9488926,7019199231177.17,585.122448979592,819058,17266471.0449814,1182
2018-09-14,BTC,412890979,435066043,301795,626748,223250,341666221,7271,3.40574473954146,541451,46559155.8846525,7019199231177.17,647.503816793893,1057485,17268121.0449814,1182
2018-09-15,BTC,413165785,435353511,287468,563724,211071,341877292,6293,3.41549048578639,541591,48920884.5494874,7019199231177.17,616.244604316547,789859,17269871.0449814,1182
2018-09-16,BTC,413385590,435600714,247203,476502,179483,342056775,5599,3.83781230639632,541730,49952787.3878607,7019199231177.17,603.514492753623,627328,17271608.5449806,1182
2018-09-17,BTC,413706331,435941416,340702,640997,240152,342296927,9272,4.4965103897923004,541865,46895615.1170718,7019199231177.17,642.858208955224,907647,17273296.0449807,1182
2018-09-18,BTC,414054488,436287828,346412,648567,244259,342541186,8948,4.21081325439407,542007,49708928.3620504,7019199231177.17,606.475177304965,936313,17275071.0449807,1182
2018-09-19,BTC,414400445,436639176,351348,646913,251037,342792223,8329,3.73113442897923,542163,54352189.955128,7019199231177.17,554.664516129032,804437,17277021.0449807,1182
2018-09-20,BTC,414740250,436997195,358019,641789,253674,343045897,8525,3.58266324071931,542317,53968948.9774076,7031329605788.92,559.568627450981,815061,17278946.0449807,1182
2018-09-21,BTC,415104173,437376800,379605,727401,273051,343318948,11053,4.33598463775972,542461,52032580.0056914,7152633351906.41,590.405594405595,1012301,17280746.0449799,1182
2018-09-22,BTC,415398513,437693543,316743,573260,225537,343544485,7266,3.32165107973703,542616,55031293.6710684,7152633351906.41,558.233766233766,732038,17282683.5449792,1182
2018-09-23,BTC,415644260,437970640,277097,517479,200319,343744804,5493,2.62857306463466,542766,53817368.2607412,7152633351906.41,570.825503355705,655633,17284558.5449792,1182
2018-09-24,BTC,415955233,438300623,329983,625278,237670,343982474,7590,3.3173188173005,542914,54079252.3804249,7152633351906.41,568.061224489796,807114,17286408.5449792,1182
2018-09-25,BTC,416294864,438646584,345961,659797,252113,344234587,8100,5.42110589107051,543083,60424230.771527,7152633351906.41,508.410714285714,768240,17288521.0449792,1182
2018-09-26,BTC,416622478,438979334,332750,638491,243927,344478514,8120,4.38614048331251,543222,49588904.4821903,7152633351906.41,619.5,898005,17290258.5449792,1182
2018-09-27,BTC,416954714,439318493,339159,645101,248686,344727200,8411,3.64677037823734,543365,51275772.417206,7152633351906.41,599.119718309859,877031,17292046.0449792,1182
2018-09-28,BTC,417277679,439670868,352375,684920,254239,344981439,9725,4.24161475554647,543519,55159014.3170878,7152633351906.41,556.941176470588,855168,17293971.0449792,1182
2018-09-29,BTC,417550336,439970577,299709,563086,218339,345199778,7123,3.4519310200589,543671,54842160.1642657,7152633351906.41,560.158940397351,693383,17295871.0449792,1182
2018-09-30,BTC,417806181,440253336,282759,543253,208210,345407988,6482,3.07990014512776,543834,59209690.0124701,7152633351906.41,518.83950617284,626711,17297908.5449792,1182
2018-10-01,BTC,418168720,440589134,335798,682978,242820,345650808,8302,3.39172187239581,543992,56450698.5486084,7152633351906.41,544.197452229299,857105,17299883.5449792,1182
2018-10-02,BTC,418536221,440929945,340811,686740,244772,345895580,8967,5.1195402766968,544129,49049230.2144132,7152633351906.41,626.316176470588,1015335,17301596.0449792,1182
2018-10-03,BTC,418843881,441344395,414450,703346,242303,346137883,8492,3.2652011440692,544274,51557387.8353329,7152633351906.41,595.847222222222,838225,17303408.5449792,1182
2018-10-04,BTC,419149616,441708556,364161,652955,243157,346381040,8326,3.47087063965051,544424,54702265.5115077,7364268059356.19,578.208053691275,798640,17305283.5449792,1182
2018-10-05,BTC,419456651,442058221,349665,697142,244719,346625759,8071,3.02078887348747,544554,48590450.0120284,7454968648263.24,658.953488372093,963110,17306908.5449792,1182
2018-10-06,BTC,419756368,442371320,313099,597479,214843,346840602,5811,2.86072066281056,544679,46334266.5988341,7454968648263.24,691.040322580645,922101,17308471.0449792,1182
2018-10-07,BTC,420099108,442695080,323760,607630,219731,347060333,4816,2.27845574619744,544821,53328813.4674797,7454968648263.24,600.404255319149,831893,17310246.0449785,1182
2018-10-08,BTC,420438254,443030067,334987,656648,248041,347308374,7787,3.34592755484154,544956,49925242.7414498,7454968648263.24,641.335820895522,965177,17311933.5449785,1182
2018-10-09,BTC,420740959,443350762,320695,632009,235862,347544236,7832,3.18077806491881,545086,49012509.3834619,7454968648263.24,653.279069767441,966413,17313558.5449785,1182
2018-10-10,BTC,421040204,443686306,335544,653131,244945,347789181,8370,4.25046528751381,545230,53515685.9065245,7454968648263.24,598.307692307692,896905,17315358.5449785,1182
2018-10-11,BTC,421382018,444032743,346437,699363,262467,348051648,9580,4.04349274490603,545389,58858858.5687817,7454968648263.24,543.993670886076,920825,17317346.0449785,1182
2018-10-12,BTC,421726042,444361807,329064,704003,243174,348294822,8547,4.59901926289106,545521,48745687.2483552,7454968648263.24,656.854961832061,1128503,17318996.0449784,1182
2018-10-13,BTC,422000283,444637240,275433,583522,205097,348499919,5279,3.34067187597824,545662,53853917.3105642,7454968648263.24,594.55,862022,17320758.5449785,1182
2018-10-14,BTC,422248928,444895302,258062,533594,191259,348691178,5258,3.46422709787085,545776,41941062.7317577,7454968648263.24,763.424778761062,957302,17322183.5449785,1182
2018-10-15,BTC,422599528,445246956,351654,716731,266945,348958123,10864,4.81000426933233,545938,60242772.5801539,7454968648263.24,531.496894409938,943760,17324208.5449784,1182
2018-10-16,BTC,422953640,445596420,349464,694685,257967,349216090,8680,3.20910681365744,546073,50246228.3166349,7454968648263.24,637.238805970149,1066273,17325896.0449785,1182
2018-10-17,BTC,423301020,445946844,350424,688109,260362,349476452,8980,3.43276040819386,546211,50845952.0536031,7454968648263.24,629.722627737226,1049207,17327621.0449785,1182
2018-10-18,BTC,423629273,446288270,341426,670447,253450,349729902,8403,3.88763214405496,546349,51133009.3818174,7427362643331.73,623.868613138686,996208,17329346.0449785,1182
2018-10-19,BTC,423960720,446628819,340549,701213,253826,349983728,8415,3.78788017257913,546491,52400452.0434537,7182852313938.32,588.737588652482,1018147,17331121.0449785,1182
2018-10-20,BTC,424257614,446935934,307115,611379,227821,350211549,5871,2.96192875348032,546634,50872901.7292976,7182852313938.32,606.415492957746,887885,17332908.5449785,1182
2018-10-21,BTC,424520112,447218470,282536,572486,211505,350423054,5315,2.54661890387783,546772,49667616.9212026,7182852313938.32,621.131386861313,823540,17334633.5449784,1182
2018-10-22,BTC,424857358,447563271,344801,692314,255324,350678378,9518,3.43572438461469,546927,55355228.3710752,7182852313938.32,557.311688311688,916539,17336571.0449785,1182
2018-10-23,BTC,425196031,447903004,339733,697985,253463,350931841,8654,4.01612247864501,547081,55875982.1293598,7182852313938.32,552.117647058824,932260,17338496.0449777,1182
2018-10-24,BTC,425513138,448240666,337662,652136,254091,351185932,8634,3.94944461373606,547194,41335243.0601825,7182852313938.32,746.339285714286,1141656,17339908.5449777,1182
2018-10-25,BTC,425836580,448574540,333874,674946,254599,351440531,9074,3.96988217128618,547331,49173326.6074724,7182852313938.32,627.375,1035430,17341621.0449777,1182
2018-10-26,BTC,426177450,448908333,333793,705500,253002,351693533,7508,3.26636871787654,547474,51601583.612834,7182852313938.32,597.852112676056,1058047,17343408.5449777,1182
2018-10-27,BTC,426481208,449214750,306417,599637,233749,351927282,4994,2.47019970684332,547610,48785456.4344083,7182852313938.32,632.362962962963,913874,17345108.5449777,1182
2018-10-28,BTC,426754674,449504266,289516,583240,219860,352147142,4386,2.38321722792477,547750,49940210.2516765,7182852313938.32,617.741007194245,828287,17346858.5449777,1182
2018-10-29,BTC,427128586,449861470,357204,732345,269754,352416896,8068,3.00287893415167,547896,52468029.4656466,7182852313938.32,587.979310344828,983820,17348683.5449777,1182
2018-10-30,BTC,427495238,450229179,367709,722192,283327,352700223,8088,3.00279841522799,548050,55007956.3951139,7182852313938.32,560.830065359477,943664,17350608.5449777,1182
2018-10-31,BTC,427859536,450602966,373787,732516,288283,352988506,8372,3.23353217166333,548213,58650410.228827,7182852313938.32,526,918292,17352646.0449776,1182
2018-11-01,BTC,428217510,450967686,364720,716325,281941,353270447,8437,3.28761512913422,548367,56069058.8276014,7183013626017.64,550.228758169935,979455,17354571.0449777,1182
2018-11-02,BTC,428585982,451339670,371984,789905,292704,353563151,7942,4.33115596808376,548510,51544735.9200741,7184404942701.79,598.640845070423,1117054,17356358.5449776,1182
2018-11-03,BTC,428921665,451667076,327406,664462,249564,353812715,5354,2.39484465544498,548671,57709266.790803,7184404942701.79,534.69375,885550,17358371.0449769,1182
2018-11-04,BTC,429269978,451958448,291372,638497,226247,354038962,5160,2.65209187941537,548794,45926796.8104046,7184404942701.79,671.868852459016,1035187,17359908.5449769,1182
2018-11-05,BTC,429633430,452347918,389470,736330,296283,354335245,8498,2.97065806710638,548938,51457960.9402667,7184404942701.79,599.65034965035,1044358,17361708.5449769,1182
2018-11-06,BTC,429991473,452728349,380431,715671,285451,354620696,8117,3.11115921183776,549066,45819048.7595392,7184404942701.79,673.448818897638,1072038,17363308.544977,1182
2018-11-07,BTC,430362139,453108985,380636,727200,293734,354914430,8571,2.9906364464651,549196,47564438.5728502,7184404942701.79,648.736434108527,1144160,17364933.5449762,1182
2018-11-08,BTC,430740131,453469778,360793,721536,277597,355192027,7930,2.84501045155239,549317,43341731.0923764,7184404942701.79,711.941666666666,1169965,17366446.0449762,1182
2018-11-09,BTC,431086147,453839446,369668,725173,283896,355475923,8178,3.01902540297278,549444,45570158.9117858,7184404942701.79,677.126984126984,1135195,17368033.5449762,1182
2018-11-10,BTC,431390597,454164909,325463,616864,252499,355728422,5238,2.33088721277783,549575,47104615.5440558,7184404942701.79,655.06923076923,955554,17369671.0449762,1182
2018-11-11,BTC,431690422,454471583,306674,614666,246991,355975413,6102,2.20485495236106,549721,52642379.009661,7184404942701.79,586.158620689655,874062,17371496.0449762,1182
2018-11-12,BTC,432037050,454842624,371041,708464,300006,356275419,9203,2.88022494012373,549861,50391740.7454311,7184404942701.79,612.338129496403,1066877,17373246.0449762,1182
2018-11-13,BTC,432358139,455195558,352934,669519,279160,356554579,8949,3.18658256764253,549981,43013275.7959056,7184404942701.79,717.378151260505,1110003,17374746.0449761,1182
2018-11-14,BTC,432712183,455559625,364067,746378,292755,356847334,10154,3.94877642428327,550116,48005492.6414892,7184404942701.79,642.776119402985,1094776,17376433.5449762,1182
2018-11-15,BTC,433067786,455913184,353559,736412,291525,357138859,9279,6.49287936628039,550243,45107023.8999901,7184404942701.79,684.079365079365,1193645,17378021.0449755,1182
2018-11-16,BTC,433403417,456264376,351192,728953,283124,357421983,7837,4.04514429536394,550369,46226057.8269017,7175974755379.64,666.736,1158173,17379596.0449755,1182
2018-11-17,BTC,433699720,456567778,303402,616227,262649,357684632,5064,2.59979991840582,550514,47994490.0566922,6653303141405.96,595.395833333333,914248,17381408.5449755,1182
2018-11-18,BTC,433978162,456841406,273628,572212,239803,357924435,4078,2.42008287399553,550637,40499503.573738,6653303141405.96,705.581967213115,954274,17382946.0449755,1182
2018-11-19,BTC,434318332,457163113,321707,693761,267971,358192406,8142,4.00748047642159,550763,41663341.5603971,6653303141405.96,685.872,1100711,17384521.0449755,1182
2018-11-20,BTC,434711367,457530637,367524,781612,288450,358480856,9948,7.33520515238197,550895,44618162.8118972,6653303141405.96,640.450381679389,1203740,17386171.0449755,1182
2018-11-21,BTC,435014341,457850295,319658,642219,254942,358735798,7324,5.1359847202956,551000,35015550.5034831,6653303141405.96,816.086538461538,1213546,17387483.5449755,1182
2018-11-22,BTC,435364402,458171872,321577,674777,266116,359001914,6113,3.82191728693356,551122,40262489.2024527,6653303141405.96,709.735537190083,1218455,17389008.5449755,1182
2018-11-23,BTC,435672774,458481103,309231,658702,275261,359277175,6797,4.20352732836326,551247,41962402.6661658,6653303141405.96,680.983870967742,1131096,17390571.0449755,1182
2018-11-24,BTC,435971989,458761434,280331,602095,250017,359527192,5250,3.62283081539115,551390,47257347.640892,6653303141405.96,604.68309859155,980274,17392358.5449755,1182
2018-11-25,BTC,436246629,459035751,274317,588419,239256,359766448,5651,4.46197714687782,551517,41837562.6858215,6653303141405.96,683.015873015873,1010554,17393946.0449755,1182
2018-11-26,BTC,436562301,459354014,318263,649621,257062,360023510,7905,5.02668939736671,551628,37346780.5800251,6653303141405.96,765.145454545454,1186164,17395333.5449755,1182
2018-11-27,BTC,436895298,459678290,324276,664504,268533,360292043,6807,4.67901541791154,551759,43400746.8088026,6653303141405.96,658.415384615385,1071254,17396971.0449755,1182
2018-11-28,BTC,437193646,459991752,313462,634492,254456,360546499,7810,5.34462868932157,551877,38760438.8063274,6653303141405.96,737.239316239317,1111968,17398446.0449747,1182
2018-11-29,BTC,437495944,460308527,316775,627382,246226,360792725,6487,4.76164467249417,551982,35654511.2040757,6653303141405.96,801.461538461539,1202130,17399758.5449747,1182
2018-11-30,BTC,437782547,460623487,314960,611146,250157,361042882,9525,7.41500107026919,552083,33310081.2509036,6653303141405.96,857.87,1209791,17401021.0449747,1182
2018-12-01,BTC,438079674,460911985,288498,611585,241847,361284729,10614,5.15269805786262,552207,41210630.7558262,6653303141405.96,693.406504065041,1068438,17402571.0449747,1182
2018-12-02,BTC,438343499,461176677,264692,529374,222673,361507402,7233,4.38683631386257,552321,37524476.9733014,6653303141405.96,761.522123893805,1005271,17403996.0449747,1182
2018-12-03,BTC,438624922,461477470,300793,594029,240652,361748054,8347,6.17916773166456,552435,35297948.004348,6194015746026.1,753.672566371681,1101028,17405421.0449747,1182
2018-12-04,BTC,438994425,461838384,360914,697990,270189,362018243,8690,8.23112608685194,552573,39447229.101942,5646403851534.72,614.773722627737,1083459,17407146.0449747,1182
2018-12-05,BTC,439305527,462154175,315791,623076,256501,362274744,7305,6.67845596911193,552703,36598826.187126,5646403851534.72,662.62015503876,1036768,17408771.0449747,1182
2018-12-06,BTC,439654351,462501790,347615,678431,279654,362554398,7229,5.84012360780582,552838,38210049.3166709,5646403851534.72,634.679104477612,1091929,17410458.5449747,1182
2018-12-07,BTC,439973391,462824006,322216,680079,253890,362808288,6835,5.68097993520891,552952,32533289.1705811,5646403851534.72,745.424778761062,1222291,17411883.5449747,1182
2018-12-08,BTC,440251854,463100206,276200,557725,231104,363039392,4157,3.99999099502981,553079,35850446.4840626,5646403851534.72,676.452380952381,970701,17413471.0449747,1182
2018-12-09,BTC,440528691,463371376,271170,545200,238569,363277961,3529,3.14306227569366,553207,36985040.0492165,5646403851534.72,655.700787401575,948841,17415071.0449747,1182
2018-12-10,BTC,440845107,463686242,314866,642160,258353,363536314,5393,4.14362320792462,553331,35464970.5798385,5646403851534.72,683.80487804878,1141154,17416621.0449747,1182
2018-12-11,BTC,441184472,463999710,313468,643565,251487,363787801,5403,4.89601925273847,553456,35199621.512231,5646403851534.72,688.959677419355,1076672,17418183.544974,1182
2018-12-12,BTC,441523437,464319481,319771,649869,261423,364049224,5869,4.2108579092799,553576,33478147.4443709,5646403851534.72,724.386554621849,1133562,17419683.544974,1182
2018-12-13,BTC,441880042,464643056,323575,669120,268422,364317646,5801,4.31104840323256,553707,36549446.2444267,5646403851534.72,663.515384615384,1084257,17421321.044974,1182
2018-12-14,BTC,442275179,464966807,323751,723450,275801,364593447,5532,4.20391648069706,553853,41791404.80308,5646403851534.72,580.289655172414,1058685,17423146.044974,1182
2018-12-15,BTC,442619626,465267031,300224,629936,262879,364856326,4122,3.09304465543748,554002,42233429.1465195,5646403851534.72,574.216216216216,941854,17425008.544974,1182
2018-12-16,BTC,442920586,465533112,266081,560839,226453,365082779,4272,3.73956496581825,554117,32223645.5106697,5646403851534.72,752.587719298245,1019919,17426446.044974,1182
