Date,Symbol,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply,Id
2017-06-22,BTC,257190948,275486792,377621,739184,269685,234057881,14985,12.1147317354157,472460,4937689.73817083,711697198173.757,619.057971014493,992577,16405752.2953032,1182
2017-06-23,BTC,257549499,275843954,357162,715885,259938,234317819,11661,9.23972453094557,472620,5797798.75863634,711697198173.757,527.220125786164,948880,16407752.2953032,1182
2017-06-24,BTC,257862476,276160397,316443,649568,227127,234544946,11726,9.9247346033303,472766,5242956.90251146,711697198173.757,583.013793103449,949838,16409577.2953032,1182
2017-06-25,BTC,258118039,276413430,253033,538529,180719,234725665,7754,10.3388633550209,472888,4290252.39633621,711697198173.757,712.479338842975,927724,16411102.2953033,1182
2017-06-26,BTC,258473667,276771546,358116,707638,261906,234987571,16412,14.4304402942248,473030,5056632.12924851,711697198173.757,604.496453900709,987224,16412877.2953032,1182
2017-06-27,BTC,258770903,277138361,366815,700130,259737,235247308,12303,10.6654373581501,473161,4729280.97692856,711697198173.757,646.338461538461,989948,16414514.7953032,1182
2017-06-28,BTC,259158390,277532201,393840,749164,279811,235527119,11785,10.0924056876999,473318,5566164.25739222,711697198173.757,549.160256410256,972587,16416477.2953032,1182
2017-06-29,BTC,259466917,277866951,334750,624172,231054,235758173,10173,13.7917333559857,473438,4216942.30986358,711697198173.757,724.865546218487,966836,16417977.2953032,1182
2017-06-30,BTC,259827041,278238910,371959,727417,267360,236025533,13985,12.9975824289552,473592,5447359.20509354,711697198173.757,561.137254901961,956314,16419902.2953032,1182
2017-07-01,BTC,260153302,278544516,305606,647826,221856,236247389,10484,10.4411633376684,473756,5816674.90604744,711697198173.757,525.509202453988,882732,16421952.2953032,1182
2017-07-02,BTC,260453349,278815873,271357,608987,196539,236443928,9153,9.15661598187296,473944,6647184.76912485,708707940676.237,457.919786096257,779583,16424302.2953033,1182
2017-07-03,BTC,260792474,279166456,350583,672266,253244,236697172,14047,11.1830274479907,474114,5998251.99832961,708659466230.332,507.426035502958,815769,16426427.2953033,1182
2017-07-04,BTC,261111429,279531594,365138,722198,255483,236952655,11420,8.94910152406849,474267,5434485.1777509,708659466230.332,560.065789473684,897029,16428339.7953033,1182
2017-07-05,BTC,261420862,279863975,332381,658024,237008,237189663,10890,10.6071830407012,474416,5236602.80226098,708659466230.332,581.22972972973,909539,16430202.2953032,1182
2017-07-06,BTC,261729703,280193566,329591,629688,225106,237414769,10106,9.84357854249776,474558,5017565.11248405,708659466230.332,606.602836879432,956304,16431977.2953033,1182
2017-07-07,BTC,262059915,280583545,389979,741956,243614,237658383,9999,10.0722498590107,474706,5380029.30419337,708659466230.332,565.734693877551,937060,16433827.2953032,1182
2017-07-08,BTC,262377994,280894068,310523,645693,220835,237879218,10852,12.225139905349,474871,5834123.28287445,708659466230.332,521.701219512195,858895,16435889.7953032,1182
2017-07-09,BTC,262631190,281162203,268135,553222,188124,238067342,9289,12.585299171742,475009,4847114.10034097,708659466230.332,627.934306569343,749616,16437614.7953033,1182
2017-07-10,BTC,262949166,281521927,359724,775801,251722,238319064,13320,12.9868682773784,475206,6964674.20893326,708659466230.332,437.015306122449,746657,16440077.2953032,1182
2017-07-11,BTC,263299145,281894938,373011,775095,265759,238584823,12323,10.8991569237948,475379,6188732.9362596,708659466230.332,491.808139534884,890107,16442239.7953032,1182
2017-07-12,BTC,263683519,282259609,364671,754337,257138,238841961,10611,10.2335931547482,475556,6289384.95458627,708659466230.332,483.9375,881564,16444452.2953032,1182
2017-07-13,BTC,264015252,282613336,353727,684759,245895,239087856,9638,10.2332296091959,475713,5570169.63595146,708659466230.332,546.423076923077,855335,16446414.7953033,1182
2017-07-14,BTC,264313598,282938640,325304,643748,227903,239315759,10680,11.4162598961444,475852,5260486.08976871,761764941640.48,621.949275362319,900208,16448152.2953033,1182
2017-07-15,BTC,264634413,283247043,308403,639495,221851,239537610,7619,8.82832945555071,475979,5181756.97239115,804525194568.132,666.841269841269,974987,16449739.7953032,1182
2017-07-16,BTC,264944191,283529656,282613,613814,203165,239740775,7210,10.01781158722,476142,6586921.18088868,804525194568.132,524.586419753086,840269,16451777.2953032,1182
2017-07-17,BTC,265298805,283867225,337569,696719,230315,239971090,8276,11.5408706033753,476290,5977372.75204512,804525194568.132,578.081632653061,945287,16453627.2953032,1182
2017-07-18,BTC,265698602,284246165,378940,815536,260575,240231665,9556,10.1842731190214,476455,6565566.10337402,804525194568.132,526.292682926829,959427,16455689.7953032,1182
2017-07-19,BTC,266067368,284615402,369237,721931,253768,240485433,10188,9.88842497029586,476604,5965872.90305489,804525194568.132,579.195945945946,939300,16457552.2953032,1182
2017-07-20,BTC,266394436,284955374,339972,661661,230199,240715632,9723,10.6134735616248,476766,6456310.57499953,804525194568.132,535.198757763975,929456,16459577.2953032,1182
2017-07-21,BTC,266773720,285339272,383898,754509,268443,240984075,11554,8.43484270909366,476920,6162605.93696273,804525194568.132,560.705882352941,976516,16461502.2953032,1182
2017-07-22,BTC,267118123,285647146,307874,653793,223358,241207433,7970,8.02786680958412,477080,6382329.78075843,804525194568.132,541.40251572327,925754,16463502.2953032,1182
2017-07-23,BTC,267395431,285902677,255531,538475,181031,241388464,6992,8.84005309083842,477252,6907990.96639698,804525194568.132,500.204678362573,683351,16465652.2953032,1182
2017-07-24,BTC,267741105,286242054,339377,680062,240072,241628536,8831,9.96978656524547,477430,7140025.72651601,804525194568.132,483.949152542373,894424,16467877.2953032,1182
2017-07-25,BTC,268062220,286594558,352504,703420,244036,241872572,8496,30.0621888277391,477578,6023374.89740528,804525194568.132,573.666666666667,934254,16469727.2953032,1182
2017-07-26,BTC,268415979,286937109,342551,671131,237853,242110425,7449,15.5765488031327,477725,5864114.52195527,804525194568.132,589.246575342466,967338,16471564.7953032,1182
2017-07-27,BTC,268794896,287263376,326267,689863,225369,242335794,7546,11.0097488367756,477879,6459024.57110991,836351931635.612,556.137254901961,923606,16473489.7953032,1182
2017-07-28,BTC,269153186,287622888,359512,689042,247207,242583001,11240,17.0054735089395,478029,6421987.24090498,860221984436.222,575.308724832215,916863,16475364.7953032,1182
2017-07-29,BTC,269504300,287924081,301193,650841,211134,242794135,8090,19.5825495866822,478186,6703359.40859948,860221984436.222,551.160256410256,872203,16477327.2953032,1182
2017-07-30,BTC,269804560,288212619,288538,574465,184145,242978280,9534,48.1480492246982,478333,6345614.33788502,860221984436.222,582.232876712329,810337,16479164.7953032,1182
2017-07-31,BTC,270176064,288570556,357937,710260,231012,243209292,9479,12.7586566518091,478478,6203589.53166762,860221984436.222,595.5625,926722,16480977.2953033,1182
2017-08-01,BTC,270402051,288787628,217072,480718,131875,243341167,7082,19.9719291155917,478627,6497125.06965413,860221984436.222,568.655405405406,725291,16482839.7953032,1182
2017-08-02,BTC,270718142,289095620,307992,595251,209321,243550488,8350,13.474178218998,478779,6483305.2743582,860221984436.222,569.867549668874,878083,16484739.7953032,1182
2017-08-03,BTC,271026238,289413329,317709,599416,213017,243763505,6342,10.0143513363769,478917,6029346.81110387,860221984436.222,612.773722627737,868854,16486464.7953032,1182
2017-08-04,BTC,271359270,289750349,337020,669245,235792,243999297,6684,9.88038675298564,479096,7763925.40819049,860221984436.222,475.870786516854,924147,16488702.2953032,1182
2017-08-05,BTC,271705100,290094820,344471,662040,239771,244239068,6882,8.16863916576463,479273,7736146.41920513,860221984436.222,477.579545454546,881231,16490914.7953032,1182
2017-08-06,BTC,271963723,290388185,293365,542263,199627,244438695,6727,8.81569364194397,479413,6027404.14507796,860221984436.222,612.971223021583,786434,16492664.7953032,1182
2017-08-07,BTC,272297773,290761868,373683,686861,249002,244687697,9851,9.47751252260098,479566,6748903.92074337,860221984436.222,547.440789473684,943697,16494577.2953032,1182
2017-08-08,BTC,272675401,291168283,406415,793854,275574,244963271,14031,9.79773222405978,479730,7014021.92340984,860221984436.222,526.748466257669,979247,16496627.2953032,1182
2017-08-09,BTC,273031693,291560238,391955,710242,260955,245224226,12468,9.28579869339886,479868,6052334.42012512,888074709978.061,630.211678832117,954165,16498352.2953032,1182
2017-08-10,BTC,273393654,291949879,389641,736567,257965,245482191,12049,10.9900294141689,480002,6233131.53602232,923233068448.905,636.157894736842,981281,16500027.2953032,1182
2017-08-11,BTC,273769756,292378982,429103,741169,284001,245766192,12991,11.3731981378953,480146,6648667.22737938,923233068448.905,596.398601398601,967170,16501827.2953032,1182
2017-08-12,BTC,274104526,292753723,374741,697206,260521,246026713,10440,9.26804794047704,480281,6177847.19987543,923233068448.905,641.850746268657,979915,16503514.7953032,1182
2017-08-13,BTC,274476430,293133459,379736,709669,263310,246290023,10676,8.52029646609229,480429,6835926.39563435,923233068448.905,580.061224489796,983320,16505364.7953032,1182
2017-08-14,BTC,274794083,293523285,389826,692104,255362,246545385,12629,11.0517110696704,480559,5942839.25027613,923233068448.905,667.232558139535,955262,16506989.7953032,1182
2017-08-15,BTC,275161065,293976378,453093,825387,311002,246856387,15476,8.61443406282773,480711,6963628.05637906,923233068448.905,569.423841059603,975069,16508889.7953032,1182
2017-08-16,BTC,275497957,294379994,403616,691449,274866,247131253,12306,10.7506401123807,480841,6005988.1973161,923233068448.905,660.217054263566,966727,16510514.7953032,1182
2017-08-17,BTC,275972271,294857114,477120,879024,347319,247478572,13517,8.0354963367594,481020,8282275.741987,923233068448.905,478.76404494382,978681,16512752.2953032,1182
2017-08-18,BTC,276341448,295291561,434447,763319,312250,247790822,13340,8.54853165335702,481169,6824246.05405971,923233068448.905,581.054054054054,959987,16514614.7953032,1182
2017-08-19,BTC,276695377,295666056,374495,721026,266832,248057654,11517,8.8167458875618,481320,6900497.42254268,923233068448.905,574.633333333333,966455,16516502.2953032,1182
2017-08-20,BTC,277000242,295975378,309322,621899,210852,248268506,9217,8.45881869964145,481450,6117465.5901863,923233068448.905,648.186046511628,961449,16518127.2953032,1182
2017-08-21,BTC,277286549,296331892,356514,637529,236772,248505278,12336,10.5502116146594,481565,5412864.80093173,923233068448.905,732.561403508772,976486,16519564.7953032,1182
2017-08-22,BTC,277515987,296634327,302435,532361,196283,248701561,8703,9.39061216573142,481654,4055066.33892102,923233068448.905,977.852272727273,998175,16520677.2953032,1182
2017-08-23,BTC,277948314,297087837,453510,846625,315734,249017295,13880,7.48674367860345,481813,7299178.89413928,923233068448.905,543.246835443038,986510,16522664.7953025,1182
2017-08-24,BTC,278213704,297398413,310576,550862,203805,249221100,10095,8.08952940401021,481914,4503955.98577299,891643263405.002,850.27,938809,16523927.2953025,1182
2017-08-25,BTC,278437334,297718681,320268,580873,208169,249429269,9183,6.818775921748,482015,4582735.55484479,888171856257.321,832.4,928758,16525189.7953025,1182
2017-08-26,BTC,278722729,298057600,338919,620764,226485,249655754,10345,6.19419649125801,482120,4697256.46631729,888171856257.321,812.105769230769,998218,16526502.2953025,1182
2017-08-27,BTC,279124385,298425329,367729,767714,261891,249917645,8790,4.90719583942472,482275,6842057.27558038,888171856257.321,557.532467532468,990802,16528439.7953025,1182
2017-08-28,BTC,279419783,298766287,340958,657289,223771,250141416,11061,7.68847696895996,482404,5810892.10393153,888171856257.321,656.46875,981300,16530052.2953025,1182
2017-08-29,BTC,279828229,299188729,422442,802531,281116,250422532,14059,6.96621074893144,482553,6553044.81772425,888171856257.321,582.121621621622,998177,16531914.7953025,1182
2017-08-30,BTC,280251645,299592899,404170,804606,271466,250693998,14105,6.03640904181047,482721,7488447.71623019,888171856257.321,509.407185628743,983372,16534014.7953025,1182
2017-08-31,BTC,280658398,300011025,418126,802342,280724,250974722,14601,6.37407445081276,482884,7233547.03493017,888171856257.321,527.358024691358,981641,16536052.2953024,1182
2017-09-01,BTC,281036098,300428558,417533,787641,283670,251258392,16243,6.35400615525019,483058,7826122.14791029,888171856257.321,487.42774566474,971879,16538227.2953025,1182
2017-09-02,BTC,281339034,300781862,353304,700573,236811,251495203,12493,6.6732788890946,483222,7300159.19417678,888171856257.321,522.546012269939,809001,16540277.2953025,1182
2017-09-03,BTC,281623387,301072910,291048,590837,195289,251690492,10244,7.29663852682501,483376,6830404.08910073,888171856257.321,558.483660130719,765766,16542202.2953025,1182
2017-09-04,BTC,281995363,301462330,389420,758033,269280,251959772,16013,8.98972592153268,483551,7723349.96332819,888171856257.321,493.913793103449,927660,16544389.7953024,1182
2017-09-05,BTC,282369825,301872715,410385,789682,277948,252237720,19678,23.3610245043059,483748,8786564.56896747,888171856257.321,434.147959183674,763565,16546852.2953025,1182
2017-09-06,BTC,282758772,302287074,414359,780740,276225,252513945,16427,9.1246149661657,483910,7260476.53042943,903315386419.503,534.360248447205,904135,16548877.2953025,1182
2017-09-07,BTC,283177256,302667376,380302,773169,256374,252770319,14366,8.71036951999797,484086,8131047.20667712,922724699725.963,487.4,810041,16551077.2953025,1182
2017-09-08,BTC,283568965,303068203,400827,831233,279488,253049807,13791,7.75820677465093,484261,8089136.26385669,922724699725.963,489.925287356322,913187,16553264.7953025,1182
2017-09-09,BTC,283882715,303384455,316252,631540,217890,253267697,11498,8.48936067942953,484430,7714635.2343926,922724699725.963,513.708333333333,731735,16555377.2953025,1182
2017-09-10,BTC,284154638,303666611,282156,562566,193240,253460937,10229,8.40002095234072,484568,6317233.14603608,922724699725.963,627.343065693431,784202,16557102.2953025,1182
2017-09-11,BTC,284512275,304037704,371093,740040,253492,253714429,13879,10.6196862138298,484742,8019692.44337365,922724699725.963,494.167630057803,829352,16559277.2953025,1182
2017-09-12,BTC,284856587,304420020,382316,715977,256230,253970659,12090,9.48734285885244,484930,8695741.16040996,922724699725.963,455.748663101604,711239,16561627.2953024,1182
2017-09-13,BTC,285207348,304801872,381852,723604,263320,254233979,12287,10.7519857359913,485120,8764473.68054442,922724699725.963,452.174603174603,713780,16564002.2953025,1182
2017-09-14,BTC,285592761,305191076,389204,778850,268068,254502047,13268,11.9378108703981,485294,8047555.92084579,922724699725.963,492.456647398844,802350,16566177.2953025,1182
2017-09-15,BTC,285973352,305618360,427284,839597,292079,254794126,14789,12.101563224916699,485474,8322266.08549581,922724699725.963,476.201117318436,844177,16568427.2953025,1182
2017-09-16,BTC,286286176,305954902,336542,651462,228257,255022383,11620,9.81633375376549,485643,7755342.62823278,922724699725.963,511.011904761905,701067,16570539.7953025,1182
2017-09-17,BTC,286557274,306249675,294773,592822,197683,255220066,10889,8.79627928810237,485819,8147572.56048408,922724699725.963,486.411428571428,581463,16572739.7953025,1182
2017-09-18,BTC,286868539,306586076,336401,677054,218204,255438270,13561,10.6962168166074,485946,6686947.54933319,1052185622755,675.809523809524,911992,16574327.2953024,1182
2017-09-19,BTC,287284118,307001793,415717,793721,282917,255721187,11778,6.79805245139366,486102,8608212.54424971,1103400932964.29,550.529032258064,956767,16576277.2953025,1182
2017-09-20,BTC,287589096,307355806,354013,625106,235723,255956910,11474,8.22824613663066,486219,6608708.83340433,1103400932964.29,717.094827586207,948245,16577739.7953025,1182
2017-09-21,BTC,287936466,307730776,374970,699463,255257,256212167,9931,7.57169280114336,486395,9737321.5208823,1103400932964.29,486.691428571429,767394,16579939.7953025,1182
2017-09-22,BTC,288220392,308072445,341669,653300,227615,256439782,9710,8.2390669757773,486534,7698640.20955089,1103400932964.29,615.572463768116,802007,16581677.2953025,1182
