date,symbol,open_interest,open_interest_usd
2023-12-21T00:00:00Z,MATICUSDT,136944729,106290842.8324923
2023-12-21T00:00:00Z,MATICUSDT,136944729,106290842.8324923
2023-12-21T00:00:00Z,MATICUSDT,136944729,106290842.8324923
2023-12-22T00:00:00Z,MATICUSDT,137038992,111946644.15013967
2023-12-23T00:00:00Z,MATICUSDT,127968689,112340768.793253
2023-12-24T00:00:00Z,MATICUSDT,123810671,106279079.9864
2023-12-25T00:00:00Z,MATICUSDT,123206611,104489237.61026762
2023-12-26T00:00:00Z,MATICUSDT,131645061,120129168.37856337
2023-12-27T00:00:00Z,MATICUSDT,161529516,164795691.2723748
2023-12-28T00:00:00Z,MATICUSDT,158680451,164514967.74240547
2023-12-29T00:00:00Z,MATICUSDT,155493829,155991409.2528
2023-12-30T00:00:00Z,MATICUSDT,155117555,151055823.5387827
2023-12-31T00:00:00Z,MATICUSDT,157757592,150095532.92749247
2024-01-01T00:00:00Z,MATICUSDT,148071342,143866115.8872
2024-01-02T00:00:00Z,MATICUSDT,153231872,155805689.36615935
2024-01-03T00:00:00Z,MATICUSDT,147822319,143328520.5024
2024-01-04T00:00:00Z,MATICUSDT,100917792,86190885.86124384
2024-01-05T00:00:00Z,MATICUSDT,95553844,84355119.8131958
2024-01-06T00:00:00Z,MATICUSDT,89510116,76304356.50398964
2024-01-07T00:00:00Z,MATICUSDT,88294100,73115444.493121
2024-01-08T00:00:00Z,MATICUSDT,87095912,69747933.99189648
2024-01-09T00:00:00Z,MATICUSDT,87731236,73825835.094
2024-01-10T00:00:00Z,MATICUSDT,86481280,69737924.767424
2024-01-11T00:00:00Z,MATICUSDT,82696804,74372914.19104192
2024-01-12T00:00:00Z,MATICUSDT,82244249,76186821.89081168
2024-01-13T00:00:00Z,MATICUSDT,82957782,71636099.62126014
2024-01-14T00:00:00Z,MATICUSDT,82109212,72393759.36954951
2024-01-15T00:00:00Z,MATICUSDT,88591447,74218085.37426066
2024-01-16T00:00:00Z,MATICUSDT,93300516,78805200.41942471
2024-01-17T00:00:00Z,MATICUSDT,95921791,81073097.7532
2024-01-18T00:00:00Z,MATICUSDT,108593634,88036859.0838
2024-01-19T00:00:00Z,MATICUSDT,110710188,86995009.55520648
2024-01-20T00:00:00Z,MATICUSDT,123124016,93857437.3968
