date,symbol,open_interest,open_interest_usd
2023-12-21T00:00:00Z,BTCUSDT,79727.045,3483942335.232865
2023-12-22T00:00:00Z,BTCUSDT,80534.706,3535175614.9878
2023-12-23T00:00:00Z,BTCUSDT,77330.389,3402426910.3236775
2023-12-24T00:00:00Z,BTCUSDT,78625.462,3437914051.0424
2023-12-25T00:00:00Z,BTCUSDT,77214.035,3320844381.4905
2023-12-26T00:00:00Z,BTCUSDT,77534.428,3381113672.4598455
2023-12-27T00:00:00Z,BTCUSDT,79595.749,3385883768.8365
2023-12-28T00:00:00Z,BTCUSDT,76042.086,3304273522.9576936
2023-12-29T00:00:00Z,BTCUSDT,75592.871,3220256304.6
2023-12-30T00:00:00Z,BTCUSDT,75719.456,3187418072.2656
2023-12-31T00:00:00Z,BTCUSDT,75464.992,3182622877.309449
2024-01-01T00:00:00Z,BTCUSDT,74006.266,3131493738.8974
2024-01-02T00:00:00Z,BTCUSDT,76608.798,3388422457.2996
2024-01-03T00:00:00Z,BTCUSDT,79782.509,3588127810.346241
2024-01-04T00:00:00Z,BTCUSDT,68680.829,2942932314.1526
2024-01-05T00:00:00Z,BTCUSDT,71362.087,3150422054.789
2024-01-06T00:00:00Z,BTCUSDT,67288.06,2970316346.1174
2024-01-07T00:00:00Z,BTCUSDT,68346.955,3004561537.292239
2024-01-08T00:00:00Z,BTCUSDT,70586.247,3099406812.6465
2024-01-09T00:00:00Z,BTCUSDT,74597.63,3504044634.938
2024-01-10T00:00:00Z,BTCUSDT,70791.255,3264744018.9645
2024-01-11T00:00:00Z,BTCUSDT,68570.681,3199342674.6482
2024-01-12T00:00:00Z,BTCUSDT,71405.103,3309033664.1914415
2024-01-13T00:00:00Z,BTCUSDT,74785.468,3199888760.467631
2024-01-14T00:00:00Z,BTCUSDT,75148.264,3219876239.77896
2024-01-15T00:00:00Z,BTCUSDT,77082.018,3217372598.5128
2024-01-16T00:00:00Z,BTCUSDT,73899.043,3142145940.881022
2024-01-17T00:00:00Z,BTCUSDT,74129.486,3197962020.9221296
2024-01-18T00:00:00Z,BTCUSDT,75761.678,3241221637.446548
2024-01-19T00:00:00Z,BTCUSDT,77726.529,3211065366.49455
2024-01-20T00:00:00Z,BTCUSDT,74495.212,3103626971.8652
