date,adj,close,raw,div,split
1973-02-21,10.05851975729663,29.25,29.25,0,1
1973-02-22,10.015534630128695,29.125,29.125,0,1
1973-02-23,9.88657924862489,28.75,28.75,0,1
1973-02-26,9.843594121456958,28.625,28.625,0,1
1973-02-27,9.88657924862489,28.75,28.75,0,1
1973-02-28,9.843594121456958,28.625,28.625,0,1
1973-03-01,9.714638739953154,28.25,28.25,0,1
1973-03-02,9.843594121456958,28.625,28.625,0,1
1973-03-05,9.757623867121088,28.375,28.375,0,1
1973-03-06,9.800608994289023,28.5,28.5,0,1
1973-03-07,9.757623867121088,28.375,28.375,0,1
1973-03-08,9.88657924862489,28.75,28.75,0,1
1973-03-09,9.843594121456958,28.625,28.625,0,1
1973-03-12,9.800608994289023,28.5,28.5,0,1
1973-03-13,9.800608994289023,28.5,28.5,0,1
1973-03-14,9.843594121456958,28.625,28.625,0,1
1973-03-15,9.800608994289023,28.5,28.5,0,1
1973-03-16,9.843594121456958,28.625,28.625,0,1
1973-03-19,9.757623867121088,28.375,28.375,0,1
1973-03-20,9.714638739953154,28.25,28.25,0,1
1973-03-21,9.714638739953154,28.25,28.25,0,1
1973-03-22,9.671653612785219,28.125,28.125,0,1
1973-03-23,9.671653612785219,28.125,28.125,0,1
1973-03-26,9.714638739953154,28.25,28.25,0,1
1973-03-27,9.714638739953154,28.25,28.25,0,1
1973-03-28,9.843594121456958,28.625,28.625,0,1
1973-03-29,9.800608994289023,28.5,28.5,0,1
1973-03-30,9.800608994289023,28.5,28.5,0,1
1973-04-02,9.800608994289023,28.5,28.5,0,1
1973-04-03,9.757623867121088,28.375,28.375,0,1
1973-04-04,9.671653612785219,28.125,28.125,0,1
1973-04-05,9.714638739953154,28.25,28.25,0,1
1973-04-06,9.628668485617286,28,28,0,1
1973-04-09,9.499713104113482,27.625,27.625,0,1
1973-04-10,9.585683358449351,27.875,27.875,0,1
1973-04-11,9.757623867121088,28.375,28.375,0,1
1973-04-12,9.671653612785219,28.125,28.125,0,1
1973-04-13,9.80294302834339,28,28,0.5,1
1973-04-16,9.759179889824,27.875,27.875,0,1
1973-04-17,9.71541675130461,27.75,27.75,0,1
1973-04-18,9.71541675130461,27.75,27.75,0,1
1973-04-19,9.71541675130461,27.75,27.75,0,1
1973-04-23,9.71541675130461,27.75,27.75,0,1
1973-04-24,9.671653612785219,27.625,27.625,0,1
1973-04-25,9.671653612785219,27.625,27.625,0,1
1973-04-26,9.71541675130461,27.75,27.75,0,1
1973-04-27,9.71541675130461,27.75,27.75,0,1
1973-04-30,9.671653612785219,27.625,27.625,0,1
1973-05-01,9.759179889824,27.875,27.875,0,1
1973-05-02,9.759179889824,27.875,27.875,0,1
1973-05-03,9.84670616686278,28.125,28.125,0,1
1973-05-04,9.759179889824,27.875,27.875,0,1
1973-05-07,9.759179889824,27.875,27.875,0,1
1973-05-08,9.84670616686278,28.125,28.125,0,1
1973-05-09,9.80294302834339,28,28,0,1
1973-05-10,9.759179889824,27.875,27.875,0,1
1973-05-11,9.80294302834339,28,28,0,1
1973-05-14,9.759179889824,27.875,27.875,0,1
1973-05-15,9.71541675130461,27.75,27.75,0,1
1973-05-16,9.759179889824,27.875,27.875,0,1
1973-05-17,9.671653612785219,27.625,27.625,0,1
1973-05-18,9.71541675130461,27.75,27.75,0,1
1973-05-21,9.671653612785219,27.625,27.625,0,1
1973-05-22,9.671653612785219,27.625,27.625,0,1
1973-05-23,9.671653612785219,27.625,27.625,0,1
