date,adj,close,raw,div,split
1980-03-17,0.4681402624208753,1.827735,1.827735,0,1
1980-03-18,0.458387548393842,1.789658,1.789658,0,1
1980-03-19,0.46326377734167556,1.808696,1.808696,0,1
1980-03-20,0.46326377734167556,1.808696,1.808696,0,1
1980-03-21,0.46326377734167556,1.808696,1.808696,0,1
1980-03-24,0.46326377734167556,1.808696,1.808696,0,1
1980-03-25,0.458387548393842,1.789658,1.789658,0,1
1980-03-26,0.458387548393842,1.789658,1.789658,0,1
1980-03-27,0.4437580931562429,1.732541,1.732541,0,1
1980-03-28,0.4437580931562429,1.732541,1.732541,0,1
1980-03-31,0.4925226878168737,1.92293,1.92293,0,1
1980-04-01,0.5461637675567041,2.132358,2.132358,0,1
1980-04-02,0.5364107973983048,2.09428,2.09428,0,1
1980-04-03,0.5217813421607057,2.037163,2.037163,0,1
1980-04-07,0.4827697176584743,1.884852,1.884852,0,1
1980-04-08,0.47789323257927463,1.865813,1.865813,0,1
1980-04-09,0.4827697176584743,1.884852,1.884852,0,1
1980-04-10,0.4827697176584743,1.884852,1.884852,0,1
1980-04-11,0.4827697176584743,1.884852,1.884852,0,1
1980-04-14,0.4681402624208753,1.827735,1.827735,0,1
1980-04-15,0.46326377734167556,1.808696,1.808696,0,1
1980-04-16,0.46326377734167556,1.808696,1.808696,0,1
1980-04-17,0.458387548393842,1.789658,1.789658,0,1
1980-04-18,0.458387548393842,1.789658,1.789658,0,1
1980-04-21,0.458387548393842,1.789658,1.789658,0,1
1980-04-22,0.458387548393842,1.789658,1.789658,0,1
1980-04-23,0.458387548393842,1.789658,1.789658,0,1
1980-04-24,0.44863457823544256,1.75158,1.75158,0,1
1980-04-25,0.44863457823544256,1.75158,1.75158,0,1
1980-04-28,0.44863457823544256,1.75158,1.75158,0,1
1980-04-29,0.44863457823544256,1.75158,1.75158,0,1
1980-04-30,0.44863457823544256,1.75158,1.75158,0,1
1980-05-01,0.44863457823544256,1.75158,1.75158,0,1
1980-05-02,0.44863457823544256,1.75158,1.75158,0,1
1980-05-05,0.45351106331464225,1.770619,1.770619,0,1
1980-05-06,0.45351106331464225,1.770619,1.770619,0,1
1980-05-07,0.45351106331464225,1.770619,1.770619,0,1
1980-05-08,0.45351106331464225,1.770619,1.770619,0,1
1980-05-09,0.458387548393842,1.789658,1.789658,0,1
1980-05-12,0.46326377734167556,1.808696,1.808696,0,1
1980-05-13,0.47301674750007494,1.846774,1.846774,0,1
1980-05-14,0.47301674750007494,1.846774,1.846774,0,1
1980-05-15,0.47789323257927463,1.865813,1.865813,0,1
1980-05-16,0.47789323257927463,1.865813,1.865813,0,1
1980-05-19,0.47789323257927463,1.865813,1.865813,0,1
1980-05-20,0.47789323257927463,1.865813,1.865813,0,1
1980-05-21,0.47789323257927463,1.865813,1.865813,0,1
1980-05-22,0.47789323257927463,1.865813,1.865813,0,1
1980-05-23,0.47789323257927463,1.865813,1.865813,0,1
1980-05-27,0.4827697176584743,1.884852,1.884852,0,1
1980-05-28,0.487646202737674,1.903891,1.903891,0,1
1980-05-29,0.4925226878168737,1.92293,1.92293,0,1
1980-05-30,0.5022756579752731,1.961008,1.961008,0,1
1980-06-02,0.5022756579752731,1.961008,1.961008,0,1
1980-06-03,0.5022756579752731,1.961008,1.961008,0,1
1980-06-04,0.5022756579752731,1.961008,1.961008,0,1
1980-06-05,0.5120286281336724,1.999086,1.999086,0,1
1980-06-06,0.516904857081506,2.018124,2.018124,0,1
1980-06-09,0.516904857081506,2.018124,2.018124,0,1
1980-06-10,0.516904857081506,2.018124,2.018124,0,1
1980-06-11,0.5217813421607057,2.037163,2.037163,0,1
