date,adj,close,raw,div,split
1970-01-02,0.803844418259342,5.757882,5.757882,0,1
1970-01-05,0.8096275258641825,5.799306,5.799306,0,1
1970-01-06,0.7951698964597385,5.695747,5.695747,0,1
1970-01-07,0.803844418259342,5.757882,5.757882,0,1
1970-01-08,0.8327596770682301,5.965,5.965,0,1
1970-01-09,0.818302047663786,5.861441,5.861441,0,1
1970-01-12,0.803844418259342,5.757882,5.757882,0,1
1970-01-13,0.803844418259342,5.757882,5.757882,0,1
1970-01-14,0.7951698964597385,5.695747,5.695747,0,1
1970-01-15,0.7922783426573182,5.675035,5.675035,0,1
1970-01-16,0.7893867888548979,5.654323,5.654323,0,1
1970-01-19,0.7951698964597385,5.695747,5.695747,0,1
1970-01-20,0.7864952350524776,5.633611,5.633611,0,1
1970-01-21,0.7864952350524776,5.633611,5.633611,0,1
1970-01-22,0.7836036812500572,5.612899,5.612899,0,1
1970-01-23,0.7807122670552945,5.592188,5.592188,0,1
1970-01-26,0.7604715300460098,5.447205,5.447205,0,1
1970-01-27,0.7517968686387487,5.385069,5.385069,0,1
1970-01-28,0.7662544980431929,5.488628,5.488628,0,1
1970-01-29,0.7546884224411692,5.405781,5.405781,0,1
1970-01-30,0.7691460518456131,5.50934,5.50934,0,1
1970-02-02,0.7604715300460098,5.447205,5.447205,0,1
1970-02-03,0.7807122670552945,5.592188,5.592188,0,1
1970-02-04,0.7836036812500572,5.612899,5.612899,0,1
1970-02-05,0.7662544980431929,5.488628,5.488628,0,1
1970-02-06,0.777820713252874,5.571476,5.571476,0,1
1970-02-09,0.7836036812500572,5.612899,5.612899,0,1
1970-02-10,0.7807122670552945,5.592188,5.592188,0,1
1970-02-11,0.7864952350524776,5.633611,5.633611,0,1
1970-02-12,0.7922783426573182,5.675035,5.675035,0,1
1970-02-13,0.7836036812500572,5.612899,5.612899,0,1
1970-02-16,0.7951698964597385,5.695747,5.695747,0,1
1970-02-17,0.8096275258641825,5.799306,5.799306,0,1
1970-02-18,0.8298681232658098,5.944288,5.944288,0,1
1970-02-19,0.8298681232658098,5.944288,5.944288,0,1
1970-02-20,0.8385427846730708,6.006424,6.006424,0,1
1970-02-24,0.8356512308706504,5.985712,5.985712,0,1
1970-02-25,0.8645664896795385,6.19283,6.19283,0,1
1970-02-26,0.8616749358771182,6.172118,6.172118,0,1
1970-02-27,0.8616749358771182,6.172118,6.172118,0,1
1970-03-02,0.8703494576767216,6.234253,6.234253,0,1
1970-03-03,0.8905901946860063,6.379236,6.379236,0,1
1970-03-04,0.90215627028803,6.462083,6.462083,0,1
1970-03-05,0.90215627028803,6.462083,6.462083,0,1
1970-03-06,0.8934817484884267,6.399948,6.399948,0,1
1970-03-09,0.8674580434819589,6.213542,6.213542,0,1
1970-03-10,0.8674580434819589,6.213542,6.213542,0,1
1970-03-11,0.8790241190839825,6.296389,6.296389,0,1
1970-03-12,0.8761325652815622,6.275677,6.275677,0,1
1970-03-13,0.8761325652815622,6.275677,6.275677,0,1
1970-03-16,0.8530004140775147,6.109983,6.109983,0,1
1970-03-17,0.8645664896795385,6.19283,6.19283,0,1
1970-03-18,0.8558918282722776,6.130694,6.130694,0,1
