date,adj,close,raw,div,split
1993-03-12,2.357914224971428,2.645833,2.645833,0,1
1993-03-15,2.3300648408529456,2.614583,2.614583,0,1
1993-03-16,2.2743660726159804,2.552083,2.552083,0,1
1993-03-17,2.1908179202605327,2.458333,2.458333,0,1
1993-03-18,2.2650835386966808,2.541667,2.541667,0,1
1993-03-19,2.246516688497498,2.520833,2.520833,0,1
1993-03-22,2.1165531930046764,2.375,2.375,0,1
1993-03-23,2.2650835386966808,2.541667,2.541667,0,1
1993-03-24,2.2093847704597156,2.479167,2.479167,0,1
1993-03-25,2.1165531930046764,2.375,2.375,0,1
1993-03-26,2.1165531930046764,2.375,2.375,0,1
1993-03-29,2.107269767905085,2.364583,2.364583,0,1
1993-03-30,2.1165531930046764,2.375,2.375,0,1
1993-03-31,2.060854424767711,2.3125,2.3125,0,1
1993-04-01,2.060854424767711,2.3125,2.3125,0,1
1993-04-02,1.968022847312672,2.208333,2.208333,0,1
1993-04-05,2.005155656530746,2.25,2.25,0,1
1993-04-06,2.005155656530746,2.25,2.25,0,1
1993-04-07,1.9308909292748895,2.166667,2.166667,0,1
1993-04-08,1.8937581200568157,2.125,2.125,0,1
1993-04-12,1.8751921610379243,2.104167,2.104167,0,1
1993-04-13,1.8194933928009593,2.041667,2.041667,0,1
1993-04-14,1.8937581200568157,2.125,2.125,0,1
1993-04-15,1.8380593518198505,2.0625,2.0625,0,1
1993-04-16,1.8380593518198505,2.0625,2.0625,0,1
1993-04-19,1.8194933928009593,2.041667,2.041667,0,1
1993-04-20,1.8194933928009593,2.041667,2.041667,0,1
1993-04-21,1.8009265426017764,2.020833,2.020833,0,1
1993-04-22,1.8937581200568157,2.125,2.125,0,1
1993-04-23,1.9123240790757068,2.145833,2.145833,0,1
1993-04-26,1.8380593518198505,2.0625,2.0625,0,1
1993-04-27,2.04228846574882,2.291667,2.291667,0,1
1993-04-28,2.023721615549637,2.270833,2.270833,0,1
1993-04-29,1.9865896975118547,2.229167,2.229167,0,1
1993-04-30,2.04228846574882,2.291667,2.291667,0,1
1993-05-03,2.1536860022227504,2.416667,2.416667,0,1
1993-05-04,2.1536860022227504,2.416667,2.416667,0,1
1993-05-05,2.2650835386966808,2.541667,2.541667,0,1
1993-05-06,2.2093847704597156,2.479167,2.479167,0,1
1993-05-07,2.246516688497498,2.520833,2.520833,0,1
1993-05-10,2.302215456734463,2.583333,2.583333,0,1
1993-05-11,2.283649497715572,2.5625,2.5625,0,1
1993-05-12,2.283649497715572,2.5625,2.5625,0,1
1993-05-13,2.302215456734463,2.583333,2.583333,0,1
1993-05-14,2.283649497715572,2.5625,2.5625,0,1
1993-05-17,2.302215456734463,2.583333,2.583333,0,1
1993-05-18,2.302215456734463,2.583333,2.583333,0,1
1993-05-19,2.3764810751706107,2.666667,2.666667,0,1
1993-05-20,2.4136129932083934,2.708333,2.708333,0,1
1993-05-21,2.357914224971428,2.645833,2.645833,0,1
1993-05-24,2.357914224971428,2.645833,2.645833,0,1
1993-05-25,2.339348265952537,2.625,2.625,0,1
1993-05-26,2.2558001135970893,2.53125,2.53125,0,1
1993-05-27,2.2093847704597156,2.479167,2.479167,0,1
1993-05-28,2.1536860022227504,2.416667,2.416667,0,1
1993-06-01,2.1165531930046764,2.375,2.375,0,1
1993-06-02,2.1536860022227504,2.416667,2.416667,0,1
1993-06-03,2.1536860022227504,2.416667,2.416667,0,1
1993-06-04,2.1165531930046764,2.375,2.375,0,1
1993-06-07,2.088703808886194,2.34375,2.34375,0,1
1993-06-08,2.005155656530746,2.25,2.25,0,1
1993-06-09,1.9494568882937808,2.1875,2.1875,0,1
1993-06-10,1.9865896975118547,2.229167,2.229167,0,1
1993-06-11,2.2650835386966808,2.541667,2.541667,0,1
1993-06-14,2.283649497715572,2.5625,2.5625,0,1
1993-06-15,2.2650835386966808,2.541667,2.541667,0,1
1993-06-16,2.283649497715572,2.5625,2.5625,0,1
1993-06-17,2.246516688497498,2.520833,2.520833,0,1
1993-06-18,2.246516688497498,2.520833,2.520833,0,1
1993-06-21,2.3950470341895023,2.6875,2.6875,0,1
1993-06-22,2.339348265952537,2.625,2.625,0,1
1993-06-23,2.357914224971428,2.645833,2.645833,0,1
1993-06-24,2.487878611644541,2.791667,2.791667,0,1
1993-06-25,2.432179843407576,2.729167,2.729167,0,1
1993-06-28,2.4507458024264674,2.75,2.75,0,1
1993-06-29,2.3764810751706107,2.666667,2.666667,0,1
1993-06-30,2.4136129932083934,2.708333,2.708333,0,1
1993-07-01,2.3207823069336455,2.604167,2.604167,0,1
1993-07-02,2.3764810751706107,2.666667,2.666667,0,1
1993-07-06,2.339348265952537,2.625,2.625,0,1
1993-07-07,2.339348265952537,2.625,2.625,0,1
1993-07-08,2.385763609089911,2.677083,2.677083,0,1
1993-07-09,2.3764810751706107,2.666667,2.666667,0,1
1993-07-12,2.3764810751706107,2.666667,2.666667,0,1
1993-07-13,2.4136129932083934,2.708333,2.708333,0,1
1993-07-14,2.3671976500710197,2.65625,2.65625,0,1
1993-07-15,2.4136129932083934,2.708333,2.708333,0,1
1993-07-16,2.3950470341895023,2.6875,2.6875,0,1
1993-07-19,2.357914224971428,2.645833,2.645833,0,1
1993-07-20,2.339348265952537,2.625,2.625,0,1
1993-07-21,2.246516688497498,2.520833,2.520833,0,1
1993-07-22,2.16296853614205,2.427083,2.427083,0,1
1993-07-23,2.1536860022227504,2.416667,2.416667,0,1
1993-07-26,2.1722519612416415,2.4375,2.4375,0,1
1993-07-27,2.1722519612416415,2.4375,2.4375,0,1
1993-07-28,2.0979872339857852,2.354167,2.354167,0,1
1993-07-29,2.1351191520235675,2.395833,2.395833,0,1
1993-07-30,2.1351191520235675,2.395833,2.395833,0,1
1993-08-02,2.1722519612416415,2.4375,2.4375,0,1
1993-08-03,2.1351191520235675,2.395833,2.395833,0,1
1993-08-04,2.1536860022227504,2.416667,2.416667,0,1
1993-08-05,2.246516688497498,2.520833,2.520833,0,1
1993-08-06,2.246516688497498,2.520833,2.520833,0,1
1993-08-09,2.3207823069336455,2.604167,2.604167,0,1
1993-08-10,2.3764810751706107,2.666667,2.666667,0,1
1993-08-11,2.3950470341895023,2.6875,2.6875,0,1
1993-08-12,2.3764810751706107,2.666667,2.666667,0,1
1993-08-13,2.4043304592890933,2.697917,2.697917,0,1
1993-08-16,2.3764810751706107,2.666667,2.666667,0,1
1993-08-17,2.3764810751706107,2.666667,2.666667,0,1
1993-08-18,2.4136129932083934,2.708333,2.708333,0,1
1993-08-19,2.3764810751706107,2.666667,2.666667,0,1
1993-08-20,2.3950470341895023,2.6875,2.6875,0,1
1993-08-23,2.4136129932083934,2.708333,2.708333,0,1
1993-08-24,2.3114988818340545,2.59375,2.59375,0,1
1993-08-25,2.3764810751706107,2.666667,2.666667,0,1
1993-08-26,2.3207823069336455,2.604167,2.604167,0,1
1993-08-27,2.339348265952537,2.625,2.625,0,1
1993-08-30,2.339348265952537,2.625,2.625,0,1
1993-08-31,2.3207823069336455,2.604167,2.604167,0,1
1993-09-01,2.3950470341895023,2.6875,2.6875,0,1
1993-09-02,2.385763609089911,2.677083,2.677083,0,1
1993-09-03,2.3764810751706107,2.666667,2.666667,0,1
1993-09-07,2.4507458024264674,2.75,2.75,0,1
1993-09-08,2.487878611644541,2.791667,2.791667,0,1
1993-09-09,2.5992761481184714,2.916667,2.916667,0,1
1993-09-10,2.7106736845924018,3.041667,3.041667,0,1
1993-09-13,2.784938411848258,3.125,3.125,0,1
1993-09-14,2.8035043708671497,3.145833,3.145833,0,1
1993-09-15,2.8035043708671497,3.145833,3.145833,0,1
1993-09-16,2.8035043708671497,3.145833,3.145833,0,1
1993-09-17,2.7942218369478495,3.135417,3.135417,0,1
1993-09-20,2.636408066156254,2.958333,2.958333,0,1
1993-09-21,2.562143338900398,2.875,2.875,0,1
1993-09-22,2.5064445706634326,2.8125,2.8125,0,1
1993-09-23,2.4693117614453586,2.770833,2.770833,0,1
1993-09-24,2.357914224971428,2.645833,2.645833,0,1
1993-09-27,2.4043304592890933,2.697917,2.697917,0,1
1993-09-28,2.580709297919289,2.895833,2.895833,0,1
1993-09-29,2.636408066156254,2.958333,2.958333,0,1
1993-09-30,2.617842107137363,2.9375,2.9375,0,1
1993-10-01,2.562143338900398,2.875,2.875,0,1
1993-10-04,2.5435773798815062,2.854167,2.854167,0,1
1993-10-05,2.4507458024264674,2.75,2.75,0,1
1993-10-06,2.4693117614453586,2.770833,2.770833,0,1
1993-10-07,2.5250105296823238,2.833333,2.833333,0,1
1993-10-08,2.4600292275260585,2.760417,2.760417,0,1
1993-10-11,2.487878611644541,2.791667,2.791667,0,1
1993-10-12,2.5064445706634326,2.8125,2.8125,0,1
1993-10-13,2.5250105296823238,2.833333,2.833333,0,1
1993-10-14,2.5992761481184714,2.916667,2.916667,0,1
1993-10-15,2.636408066156254,2.958333,2.958333,0,1
1993-10-18,2.6735408753743277,3,3,0,1
1993-10-19,2.617842107137363,2.9375,2.9375,0,1
1993-10-20,2.580709297919289,2.895833,2.895833,0,1
1993-10-21,2.5992761481184714,2.916667,2.916667,0,1
1993-10-22,2.562143338900398,2.875,2.875,0,1
1993-10-25,2.5435773798815062,2.854167,2.854167,0,1
1993-10-26,2.5064445706634326,2.8125,2.8125,0,1
1993-10-27,2.487878611644541,2.791667,2.791667,0,1
1993-10-28,2.47859518654495,2.78125,2.78125,0,1
1993-10-29,2.5157279957630236,2.822917,2.822917,0,1
1993-11-01,2.6735408753743277,3,3,0,1
1993-11-02,2.8406371800852233,3.1875,3.1875,0,1
1993-11-03,2.8777699893032973,3.229167,3.229167,0,1
1993-11-04,2.8406371800852233,3.1875,3.1875,0,1
1993-11-05,2.8406371800852233,3.1875,3.1875,0,1
1993-11-08,2.8035043708671497,3.145833,3.145833,0,1
1993-11-09,3.2305285577439795,3.625,3.625,0,1
1993-11-10,3.3233601351990187,3.729167,3.729167,0,1
1993-11-11,3.416190821473766,3.833333,3.833333,0,1
1993-11-12,3.379058903435984,3.791667,3.791667,0,1
1993-11-15,3.2305285577439795,3.625,3.625,0,1
1993-11-16,3.1376969802889403,3.520833,3.520833,0,1
1993-11-17,3.081998212051975,3.458333,3.458333,0,1
1993-11-18,3.0912816371515666,3.46875,3.46875,0,1
1993-11-19,3.119131021270049,3.5,3.5,0,1
1993-11-22,3.044866294014193,3.416667,3.416667,0,1
1993-11-23,3.081998212051975,3.458333,3.458333,0,1
1993-11-24,3.044866294014193,3.416667,3.416667,0,1
1993-11-26,3.081998212051975,3.458333,3.458333,0,1
1993-11-29,2.970600675578045,3.333333,3.333333,0,1
1993-11-30,2.8777699893032973,3.229167,3.229167,0,1
1993-12-01,3.100565062251158,3.479167,3.479167,0,1
1993-12-02,3.0541488279334925,3.427083,3.427083,0,1
1993-12-03,2.9520347165591536,3.3125,3.3125,0,1
1993-12-06,3.044866294014193,3.416667,3.416667,0,1
1993-12-07,2.970600675578045,3.333333,3.333333,0,1
1993-12-08,3.007733484796119,3.375,3.375,0,1
1993-12-09,2.9520347165591536,3.3125,3.3125,0,1
1993-12-10,2.822071221066332,3.166667,3.166667,0,1
1993-12-13,2.8777699893032973,3.229167,3.229167,0,1
1993-12-14,2.8777699893032973,3.229167,3.229167,0,1
1993-12-15,2.8777699893032973,3.229167,3.229167,0,1
1993-12-16,2.784938411848258,3.125,3.125,0,1
1993-12-17,2.9891675257772277,3.354167,3.354167,0,1
1993-12-20,3.100565062251158,3.479167,3.479167,0,1
1993-12-21,3.156263830488123,3.541667,3.541667,0,1
1993-12-22,3.1376969802889403,3.520833,3.520833,0,1
1993-12-23,3.1376969802889403,3.520833,3.520833,0,1
1993-12-27,3.1748297895070143,3.5625,3.5625,0,1
1993-12-28,3.1748297895070143,3.5625,3.5625,0,1
1993-12-29,3.1933957485259055,3.583333,3.583333,0,1
1993-12-30,3.1933957485259055,3.583333,3.583333,0,1
1993-12-31,3.165546364407423,3.552083,3.552083,0,1
1994-01-03,3.100565062251158,3.479167,3.479167,0,1
1994-01-04,3.0727156781326754,3.447917,3.447917,0,1
1994-01-05,2.9891675257772277,3.354167,3.354167,0,1
1994-01-06,3.0727156781326754,3.447917,3.447917,0,1
1994-01-07,3.063432253033084,3.4375,3.4375,0,1
1994-01-10,3.0912816371515666,3.46875,3.46875,0,1
1994-01-11,3.081998212051975,3.458333,3.458333,0,1
1994-01-12,3.119131021270049,3.5,3.5,0,1
1994-01-13,3.1933957485259055,3.583333,3.583333,0,1
1994-01-14,3.2769439008813532,3.677083,3.677083,0,1
1994-01-17,3.34192609421791,3.75,3.75,0,1
1994-01-18,3.4440402055922488,3.864583,3.864583,0,1
1994-01-19,3.416190821473766,3.833333,3.833333,0,1
1994-01-20,3.4254742465733576,3.84375,3.84375,0,1
1994-01-21,3.416190821473766,3.833333,3.833333,0,1
1994-01-24,3.4718895897107314,3.895833,3.895833,0,1
1994-01-25,3.4533236306918402,3.875,3.875,0,1
1994-01-26,3.397624862454875,3.8125,3.8125,0,1
1994-01-27,3.3697754783363925,3.78125,3.78125,0,1
1994-01-28,3.4533236306918402,3.875,3.875,0,1
1994-01-31,3.4626070557914317,3.885417,3.885417,0,1
1994-02-01,3.5275883579476965,3.958333,3.958333,0,1
1994-02-02,3.5275883579476965,3.958333,3.958333,0,1
1994-02-03,3.611136510303144,4.052083,4.052083,0,1
1994-02-04,3.518305824028397,3.947917,3.947917,0,1
1994-02-07,3.4904564399099143,3.916667,3.916667,0,1
1994-02-08,3.5647211671657706,4,4,0,1
1994-02-09,3.434757671672949,3.854167,3.854167,0,1
1994-02-10,3.4718895897107314,3.895833,3.895833,0,1
1994-02-11,3.4533236306918402,3.875,3.875,0,1
1994-02-14,3.4718895897107314,3.895833,3.895833,0,1
1994-02-15,3.4904564399099143,3.916667,3.916667,0,1
1994-02-16,3.4904564399099143,3.916667,3.916667,0,1
1994-02-17,3.5090223989288054,3.9375,3.9375,0,1
1994-02-18,3.434757671672949,3.854167,3.854167,0,1
1994-02-22,3.4718895897107314,3.895833,3.895833,0,1
1994-02-23,3.4533236306918402,3.875,3.875,0,1
1994-02-24,3.3883414373552836,3.802083,3.802083,0,1
1994-02-25,3.34192609421791,3.75,3.75,0,1
1994-02-28,3.34192609421791,3.75,3.75,0,1
1994-03-01,3.34192609421791,3.75,3.75,0,1
1994-03-02,3.397624862454875,3.8125,3.8125,0,1
1994-03-03,3.397624862454875,3.8125,3.8125,0,1
1994-03-04,3.3697754783363925,3.78125,3.78125,0,1
1994-03-07,3.4069082875544665,3.822917,3.822917,0,1
1994-03-08,3.3883414373552836,3.802083,3.802083,0,1
1994-03-09,3.397624862454875,3.8125,3.8125,0,1
1994-03-10,3.379058903435984,3.791667,3.791667,0,1
1994-03-11,3.34192609421791,3.75,3.75,0,1
1994-03-14,3.34192609421791,3.75,3.75,0,1
1994-03-15,3.360492053236801,3.770833,3.770833,0,1
1994-03-16,3.2862273259809447,3.6875,3.6875,0,1
1994-03-17,3.1933957485259055,3.583333,3.583333,0,1
1994-03-18,3.1933957485259055,3.583333,3.583333,0,1
1994-03-21,3.1376969802889403,3.520833,3.520833,0,1
1994-03-22,3.1748297895070143,3.5625,3.5625,0,1
1994-03-23,3.2490945167628706,3.645833,3.645833,0,1
1994-03-24,3.1376969802889403,3.520833,3.520833,0,1
1994-03-25,2.9520347165591536,3.3125,3.3125,0,1
1994-03-28,2.822071221066332,3.166667,3.166667,0,1
1994-03-29,2.7478056026301845,3.083333,3.083333,0,1
1994-03-30,2.775654986748667,3.114583,3.114583,0,1
1994-03-31,2.7013902594928103,3.03125,3.03125,0,1
1994-04-04,2.5992761481184714,2.916667,2.916667,0,1
1994-04-05,2.7106736845924018,3.041667,3.041667,0,1
1994-04-06,2.6085586820377715,2.927083,2.927083,0,1
1994-04-07,2.5528599138008063,2.864583,2.864583,0,1
1994-04-08,2.3671976500710197,2.65625,2.65625,0,1
1994-04-11,2.432179843407576,2.729167,2.729167,0,1
1994-04-12,2.487878611644541,2.791667,2.791667,0,1
1994-04-13,2.385763609089911,2.677083,2.677083,0,1
1994-04-14,2.339348265952537,2.625,2.625,0,1
1994-04-15,2.3207823069336455,2.604167,2.604167,0,1
1994-04-18,2.2929329228151634,2.572917,2.572917,0,1
1994-04-19,2.1536860022227504,2.416667,2.416667,0,1
1994-04-20,2.0794203837866023,2.333333,2.333333,0,1
1994-04-21,2.1722519612416415,2.4375,2.4375,0,1
1994-04-22,2.2279507294786067,2.5,2.5,0,1
1994-04-25,2.3764810751706107,2.666667,2.666667,0,1
1994-04-26,2.534293954781915,2.84375,2.84375,0,1
1994-04-28,2.636408066156254,2.958333,2.958333,0,1
1994-04-29,2.6735408753743277,3,3,0,1
1994-05-02,2.627125532236954,2.947917,2.947917,0,1
1994-05-03,2.580709297919289,2.895833,2.895833,0,1
1994-05-04,2.5250105296823238,2.833333,2.833333,0,1
1994-05-05,2.302215456734463,2.583333,2.583333,0,1
1994-05-06,2.2650835386966808,2.541667,2.541667,0,1
1994-05-09,2.1722519612416415,2.4375,2.4375,0,1
1994-05-10,2.1722519612416415,2.4375,2.4375,0,1
1994-05-11,2.023721615549637,2.270833,2.270833,0,1
1994-05-12,2.2279507294786067,2.5,2.5,0,1
1994-05-13,2.283649497715572,2.5625,2.5625,0,1
1994-05-16,2.246516688497498,2.520833,2.520833,0,1
1994-05-17,2.1908179202605327,2.458333,2.458333,0,1
1994-05-18,2.348631691052128,2.635417,2.635417,0,1
1994-05-19,2.487878611644541,2.791667,2.791667,0,1
1994-05-20,2.3950470341895023,2.6875,2.6875,0,1
1994-05-23,2.4693117614453586,2.770833,2.770833,0,1
1994-05-24,2.4507458024264674,2.75,2.75,0,1
1994-05-25,2.4136129932083934,2.708333,2.708333,0,1
1994-05-26,2.385763609089911,2.677083,2.677083,0,1
1994-05-27,2.487878611644541,2.791667,2.791667,0,1
1994-05-31,2.580709297919289,2.895833,2.895833,0,1
1994-06-01,2.580709297919289,2.895833,2.895833,0,1
1994-06-02,2.6735408753743277,3,3,0,1
1994-06-03,2.6735408753743277,3,3,0,1
1994-06-06,2.7106736845924018,3.041667,3.041667,0,1
1994-06-07,2.5899927230188804,2.90625,2.90625,0,1
1994-06-08,2.487878611644541,2.791667,2.791667,0,1
1994-06-09,2.3950470341895023,2.6875,2.6875,0,1
1994-06-10,2.487878611644541,2.791667,2.791667,0,1
1994-06-13,2.5064445706634326,2.8125,2.8125,0,1
1994-06-14,2.5992761481184714,2.916667,2.916667,0,1
1994-06-15,2.6085586820377715,2.927083,2.927083,0,1
1994-06-16,2.47859518654495,2.78125,2.78125,0,1
1994-06-17,2.487878611644541,2.791667,2.791667,0,1
1994-06-20,2.432179843407576,2.729167,2.729167,0,1
1994-06-21,2.3602357496315447,2.648438,2.648438,0,1
1994-06-22,2.3764810751706107,2.666667,2.666667,0,1
